languageId,companyCodeId,plantId,warehouseId,palletCode,caseCode,packBarcodes,itemCode,variantCode,variantSubCode,batchSerialNumber,storageBin,stockTypeId,specialStockIndicatorId,referenceOrderNo,storageMethod,binClassId,description,inventoryQuantity,allocatedQuantity,inventoryUom,manufacturerCode,manufacturerDate,expiryDate,deletionIndicator,referenceField1,referenceField2,referenceField3,referenceField4,referenceField5,referenceField6,referenceField7,referenceField8,referenceField9,referenceField10,dType,createdBy,barcodeId,cbm,cbmUnit,cbmPerQuantity,manufacturerName,origin,levelId,brand,referenceDocumentNo,companyDescription,plantDescription,warehouseDescription,statusDescription,stockTypeDescription,alternateUom,noBags,bagSize
EN,1100,2100,3100,,,99999,RF200352,1,1,,A-01,1,1,,,1,RF200352,5,0,PIECE,IMPEX,,,0,,,,,,,,,,,InventoryV2,ADMIN,RF200352,,,,,,1,,,Indo Impex,Indo Impex Plant,Indo Impex Warehouse,,,BAGOF36PCS,5,36
