inventoryId,languageId,companyCodeId,plantId,warehouseId,palletCode,caseCode,itemCode,packBarcodes,variantCode,variantSubCode,batchSerialNumber,storageBin,stockTypeId,specialStockIndicatorId,referenceOrderNo,storageMethod,binClassId,description,allocatedQuantity,inventoryQuantity,inventoryUom,manufacturerCode,manufacturerDate,expiryDate,barcodeId,cbm,cbmUnit,cbmPerQuantity,manufacturerName,origin,brand,referenceDocumentNo,levelId,companyDescription,plantDescription,warehouseDescription,statusDescription,stockTypeDescription,deletionIndicator,referenceField1,referenceField2,referenceField3,referenceField4,referenceField5,referenceField6,referenceField7,referenceField8,referenceField9,referenceField10,dType,createdBy
,EN,23,125,200,99999,99999,3516852020,99999,,,,A2-AB-10-30B,1,1,,,1,GASKET ATM 1.8L  AXLE OIL PAN YARIS 14-,0,3,EACH,TOY,,,3516852020  M,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,3,AB,,,GASKET ATM 1.8L  AXLE OIL PAN YARIS 14-,TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,353300W021,99999,,,,A2-AB-08-40C,1,1,,,1,STRAINER VALVE BODY OIL YARIS 2014-,0,2,EACH,TOY,,,353300W021  $,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,2,AB,,,STRAINER VALVE BODY OIL YARIS 2014-,TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,3533050020,99999,,,,A2-AB-10-40A,1,1,,,1,STRAINER (GEAR FILTER) IS300 06-12,0,2,EACH,TOY,,,3533050020  B,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,2,AB,,,STRAINER (GEAR FILTER) IS300 06-12,TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,3533060010,99999,,,,A2-AB-08-50B,1,1,,,1,STRAINER (GEAR FILTER) L/C 6CYL 98-07,0,2,EACH,TOY,,,3533060010  B,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,2,AB,,,STRAINER (GEAR FILTER) L/C 6CYL 98-07,TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,3533060070,99999,,,,A2-AB-10-50C,1,1,,,1,"STRAINER  VALVE BODY OIL L/C,LX570 2016",0,2,EACH,TOY,,,3533060070  H,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,2,AB,,,"STRAINER  VALVE BODY OIL L/C,LX570 2016",TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,3751130020,99999,,,,A2-AB-10-20B,1,1,,,1,COUPLING FLEXIBLE RR DIFF SC430 2001-06,0,1,EACH,TOY,,,3751130020  C,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,1,AB,,,COUPLING FLEXIBLE RR DIFF SC430 2001-06,TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,4165160010,99999,,,,A2-AB-12-40C,1,1,,,1,CUSHION RR DIFF MOUNT No1 L/C  98-07,0,2,EACH,TOY,,,4165160010  E,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,2,AB,,,CUSHION RR DIFF MOUNT No1 L/C  98-07,TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,4242360050,99999,,,,A2-AA-29-40A,1,1,,,1,RETAINER RR RH/LH AXLE RH PRADO 03-14,0,2,EACH,TOY,,,4242360050  G,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,2,AA,,,RETAINER RR RH/LH AXLE RH PRADO 03-14,TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,4245060070,99999,,,,A2-AB-07-70C,1,1,,,1,"HUB & BEARING RR RH L/C, LX450D 08-",0,1,EACH,TOY,,,TAI4245060070,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,1,AB,,,"HUB & BEARING RR RH L/C, LX450D 08-",TOY,A2,InventoryV2,admin
,EN,23,125,200,99999,99999,4245076020,99999,,,,A2-AB-07-50A,1,1,,,1,HUB REAR AXLE RH/LH COROLLA 2020,0,2,EACH,TOY,,,4245076020,,,,TOY,,,,3,Japanese Spare Parts,Auto Lab-JSP,Auto Lab,,On Hand,0,,,,2,AB,,,HUB REAR AXLE RH/LH COROLLA 2020,TOY,A2,InventoryV2,admin
