LANG_ID,CLASS_ID,CLIENT_ID,MATTER_NO,CASEINFO_NO,TK_CODE,DEF_RATE,ASSIGNED_RATE,RATE_UNIT,STATUS_ID,Isdeleted,CTD_BY,CTD_ON,UTD_BY,UTD_ON
EN,2,8986,8986-214,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8986,8986-215,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8988,8988-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8988,8988-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8989,8989-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8989,8989-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8990,8990-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8990,8990-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8991,8991-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8991,8991-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8995,8995-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8995,8995-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8995,8995-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8995,8995-222,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8996,8996-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8996,8996-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8997,8997-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8998,8998-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,8999,8999-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9000,9000-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9001,9001-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9001,9001-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9002,9002-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9003,9003-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9004,9004-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9005,9005-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9006,9006-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9007,9007-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9008,9008-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9009,9009-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9010,9010-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9011,9011-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9012,9012-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9013,9013-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9014,9014-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9015,9015-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9016,9016-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9017,9017-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9018,9018-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9019,9019-201,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9020,9020-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9021,9021-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9022,9022-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9023,9023-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9023,9023-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9024,9024-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9024,9024-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9025,9025-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9025,9025-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9026,9026-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9027,9027-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9027,9027-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9028,9028-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9029,9029-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9029,9029-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9030,9030-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9030,9030-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9031,9031-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9031,9031-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9032,9032-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9032,9032-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9033,9033-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9033,9033-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9034,9034-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9034,9034-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9035,9035-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9035,9035-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9036,9036-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9036,9036-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9037,9037-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9038,9038-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9039,9039-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9039,9039-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9039,9039-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9040,9040-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9040,9040-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9040,9040-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9040,9040-222,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9042,9042-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9042,9042-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9042,9042-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9043,9043-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9043,9043-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9045,9045-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9046,9046-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9046,9046-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9047,9047-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9047,9047-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9048,9048-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9048,9048-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9049,9049-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9049,9049-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9050,9050-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9050,9050-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9051,9051-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9052,9052-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9052,9052-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9053,9053-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9054,9054-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9055,9055-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9056,9056-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9057,9057-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9058,9058-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9058,9058-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9059,9059-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9060,9060-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9061,9061-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9062,9062-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9062,9062-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9062,9062-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9063,9063-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9063,9063-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9064,9064-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9065,9065-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9066,9066-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9066,9066-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9067,9067-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9068,9068-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9069,9069-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9069,9069-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9069,9069-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9070,9070-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9070,9070-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9070,9070-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9070,9070-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9071,9071-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9072,9072-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9073,9073-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9073,9073-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9074,9074-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9075,9075-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9075,9075-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9076,9076-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9077,9077-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9078,9078-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9078,9078-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9078,9078-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9079,9079-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9080,9080-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9080,9080-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9081,9081-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9082,9082-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9083,9083-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9083,9083-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9084,9084-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9084,9084-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9085,9085-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9085,9085-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9085,9085-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9086,9086-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9087,9087-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9088,9088-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9090,9090-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9090,9090-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9090,9090-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9091,9091-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9091,9091-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9091,9091-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9092,9092-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9092,9092-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9093,9093-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9095,9095-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9096,9096-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9096,9096-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9096,9096-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9097,9097-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9097,9097-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9098,9098-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9098,9098-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9099,9099-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9099,9099-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9100,9100-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9100,9100-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9100,9100-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9102,9102-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9102,9102-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9102,9102-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9102,9102-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9102,9102-214,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9102,9102-222,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9103,9103-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9103,9103-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9104,9104-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9104,9104-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9105,9105-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9105,9105-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9105,9105-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9105,9105-214,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9105,9105-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9105,9105-222,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9105,9105-215,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9106,9106-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9106,9106-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9106,9106-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9107,9107-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9107,9107-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9108,9108-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9108,9108-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9109,9109-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9110,9110-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9110,9110-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9111,9111-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9111,9111-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9113,9113-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9113,9113-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9113,9113-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9113,9113-214,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9114,9114-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9114,9114-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9115,9115-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9115,9115-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9116,9116-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9117,9117-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9117,9117-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9118,9118-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9118,9118-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9118,9118-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9119,9119-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9121,9121-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9122,9122-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9123,9123-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9123,9123-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9124,9124-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9124,9124-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9124,9124-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9124,9124-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9125,9125-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9126,9126-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9127,9127-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9128,9128-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9129,9129-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9131,9131-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9131,9131-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9132,9132-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9132,9132-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9133,9133-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9133,9133-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9134,9134-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9134,9134-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9135,9135-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9135,9135-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9135,9135-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9136,9136-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9136,9136-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9137,9137-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9137,9137-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9138,9138-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9138,9138-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9139,9139-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9140,9140-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9141,9141-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9141,9141-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9142,9142-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9142,9142-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9142,9142-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9142,9142-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9143,9143-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9143,9143-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9144,9144-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9145,9145-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9146,9146-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9147,9147-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9148,9148-213,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9148,9148-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9149,9149-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9149,9149-221,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9149,9149-222,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9150,9150-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9151,9151-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9152,9152-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9153,9153-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9154,9154-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9154,9154-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9155,9155-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9155,9155-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9156,9156-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9156,9156-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9157,9157-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9157,9157-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9158,9158-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9159,9159-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9159,9159-212,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
EN,2,9160,9160-211,888888,DT,85,85,$,26,0,admin,2022-06-30,admin,2022-06-30
