LANG_ID,C_ID,PLANT_ID,WH_ID,ST_BIN,FL_ID,ST_SEC_ID,ROW_ID,AISLE_ID,SPAN_ID,SHELF_ID,BIN_SECTION_ID,ST_TYP_ID,BIN_CL_ID,ST_BIN_TEXT,BIN_BAR,PUTAWAY_BLOCK,PICK_BLOCK,BLK_REASON,STATUS_ID,Isdeleted,CTD_BY
EN,1000,1001,111,GB1BA01A01,1,ZB,A01,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01A02,1,ZB,A01,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01A03,1,ZB,A01,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01B01,1,ZB,A01,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01B02,1,ZB,A01,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01B03,1,ZB,A01,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01C01,1,ZB,A01,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01C02,1,ZB,A01,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01C03,1,ZB,A01,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01D01,1,ZB,A01,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01D02,1,ZB,A01,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA01D03,1,ZB,A01,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02A01,1,ZB,A02,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02A02,1,ZB,A02,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02A03,1,ZB,A02,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02B01,1,ZB,A02,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02B02,1,ZB,A02,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02B03,1,ZB,A02,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02C01,1,ZB,A02,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02C02,1,ZB,A02,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02C03,1,ZB,A02,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02D01,1,ZB,A02,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02D02,1,ZB,A02,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA02D03,1,ZB,A02,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03A01,1,ZB,A03,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03A02,1,ZB,A03,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03A03,1,ZB,A03,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03B01,1,ZB,A03,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03B02,1,ZB,A03,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03B03,1,ZB,A03,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03C01,1,ZB,A03,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03C02,1,ZB,A03,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03C03,1,ZB,A03,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03D01,1,ZB,A03,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03D02,1,ZB,A03,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA03D03,1,ZB,A03,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04A01,1,ZB,A04,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04A02,1,ZB,A04,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04B01,1,ZB,A04,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04B02,1,ZB,A04,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04C01,1,ZB,A04,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04C02,1,ZB,A04,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04D01,1,ZB,A04,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04D02,1,ZB,A04,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04E01,1,ZB,A04,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA04E02,1,ZB,A04,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05A01,1,ZB,A05,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05A02,1,ZB,A05,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05A03,1,ZB,A05,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05B01,1,ZB,A05,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05B02,1,ZB,A05,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05B03,1,ZB,A05,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05C01,1,ZB,A05,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05C02,1,ZB,A05,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05C03,1,ZB,A05,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05D01,1,ZB,A05,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05D02,1,ZB,A05,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05D03,1,ZB,A05,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05E01,1,ZB,A05,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05E02,1,ZB,A05,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA05E03,1,ZB,A05,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06A01,1,ZB,A06,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06A02,1,ZB,A06,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06A03,1,ZB,A06,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06B01,1,ZB,A06,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06B02,1,ZB,A06,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06B03,1,ZB,A06,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06C01,1,ZB,A06,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06C02,1,ZB,A06,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06C03,1,ZB,A06,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06D01,1,ZB,A06,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06D02,1,ZB,A06,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06D03,1,ZB,A06,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06E01,1,ZB,A06,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06E02,1,ZB,A06,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA06E03,1,ZB,A06,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07A01,1,ZB,A07,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07A02,1,ZB,A07,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07A03,1,ZB,A07,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07B01,1,ZB,A07,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07B02,1,ZB,A07,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07B03,1,ZB,A07,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07C01,1,ZB,A07,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07C02,1,ZB,A07,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07C03,1,ZB,A07,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07D01,1,ZB,A07,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07D02,1,ZB,A07,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07D03,1,ZB,A07,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07E01,1,ZB,A07,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07E02,1,ZB,A07,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA07E03,1,ZB,A07,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08A01,1,ZB,A08,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08A02,1,ZB,A08,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08A03,1,ZB,A08,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08B01,1,ZB,A08,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08B02,1,ZB,A08,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08B03,1,ZB,A08,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08C01,1,ZB,A08,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08C02,1,ZB,A08,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08C03,1,ZB,A08,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08D01,1,ZB,A08,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08D02,1,ZB,A08,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08D03,1,ZB,A08,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08E01,1,ZB,A08,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08E02,1,ZB,A08,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA08E03,1,ZB,A08,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA09A01,1,ZB,A09,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA09B01,1,ZB,A09,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA09C01,1,ZB,A09,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA09D01,1,ZB,A09,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA09E01,1,ZB,A09,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10A01,1,ZB,A10,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10A02,1,ZB,A10,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10A03,1,ZB,A10,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10B01,1,ZB,A10,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10B02,1,ZB,A10,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10B03,1,ZB,A10,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10C01,1,ZB,A10,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10C02,1,ZB,A10,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10C03,1,ZB,A10,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10D01,1,ZB,A10,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10D02,1,ZB,A10,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10D03,1,ZB,A10,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10E01,1,ZB,A10,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10E02,1,ZB,A10,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA10E03,1,ZB,A10,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11A01,1,ZB,A11,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11A02,1,ZB,A11,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11A03,1,ZB,A11,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11B01,1,ZB,A11,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11B02,1,ZB,A11,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11B03,1,ZB,A11,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11C01,1,ZB,A11,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11C02,1,ZB,A11,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11C03,1,ZB,A11,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11D01,1,ZB,A11,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11D02,1,ZB,A11,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11D03,1,ZB,A11,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11E01,1,ZB,A11,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11E02,1,ZB,A11,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA11E03,1,ZB,A11,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12A01,1,ZB,A12,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12A02,1,ZB,A12,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12A03,1,ZB,A12,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12B01,1,ZB,A12,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12B02,1,ZB,A12,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12B03,1,ZB,A12,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12C01,1,ZB,A12,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12C02,1,ZB,A12,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12C03,1,ZB,A12,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12D01,1,ZB,A12,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12D02,1,ZB,A12,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12D03,1,ZB,A12,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12E01,1,ZB,A12,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12E02,1,ZB,A12,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA12E03,1,ZB,A12,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13A01,1,ZB,A13,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13A02,1,ZB,A13,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13A03,1,ZB,A13,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13B01,1,ZB,A13,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13B02,1,ZB,A13,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13B03,1,ZB,A13,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13C01,1,ZB,A13,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13C02,1,ZB,A13,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13C03,1,ZB,A13,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13D01,1,ZB,A13,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13D02,1,ZB,A13,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13D03,1,ZB,A13,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13E01,1,ZB,A13,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13E02,1,ZB,A13,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA13E03,1,ZB,A13,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA14A03,1,ZB,A14,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA14B03,1,ZB,A14,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA14C03,1,ZB,A14,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA14D03,1,ZB,A14,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA14E03,1,ZB,A14,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15A01,1,ZB,A15,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15A02,1,ZB,A15,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15A03,1,ZB,A15,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15B01,1,ZB,A15,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15B02,1,ZB,A15,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15B03,1,ZB,A15,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15C01,1,ZB,A15,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15C02,1,ZB,A15,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15C03,1,ZB,A15,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15D01,1,ZB,A15,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15D02,1,ZB,A15,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15D03,1,ZB,A15,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15E01,1,ZB,A15,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15E02,1,ZB,A15,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA15E03,1,ZB,A15,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16A01,1,ZB,A16,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16A02,1,ZB,A16,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16A03,1,ZB,A16,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16B01,1,ZB,A16,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16B02,1,ZB,A16,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16B03,1,ZB,A16,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16C01,1,ZB,A16,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16C02,1,ZB,A16,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16C03,1,ZB,A16,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16D01,1,ZB,A16,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16D02,1,ZB,A16,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16D03,1,ZB,A16,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16E01,1,ZB,A16,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16E02,1,ZB,A16,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA16E03,1,ZB,A16,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17A01,1,ZB,A17,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17A02,1,ZB,A17,1,1,A02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17A03,1,ZB,A17,1,1,A03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17B01,1,ZB,A17,1,1,B01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17B02,1,ZB,A17,1,1,B02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17B03,1,ZB,A17,1,1,B03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17C01,1,ZB,A17,1,1,C01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17C02,1,ZB,A17,1,1,C02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17C03,1,ZB,A17,1,1,C03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17D01,1,ZB,A17,1,1,D01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17D02,1,ZB,A17,1,1,D02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17D03,1,ZB,A17,1,1,D03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17E01,1,ZB,A17,1,1,E01,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17E02,1,ZB,A17,1,1,E02,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA17E03,1,ZB,A17,1,1,E03,1,1,1,,,FALSE,FALSE,,1,0,admin
EN,1000,1001,111,GB1BA18A01,1,ZB,A18,1,1,A01,1,1,1,,,FALSE,FALSE,,1,0,admin
