LANG_ID,C_ID,PLANT_ID,WH_ID,PARTNER_TYP,PARTNER_CODE,PARTNER_NM,ADD_1,ADD_2,Zone ,COUNTRY,STATE,PH_NO,FX_NO,MAIL_ID,REF_TXT,LOCATION,LATITUDE,LONGITUDE,ST_TYP_ID,ST_BIN,STATUS_ID,Isdeleted,CTD_BY,CTD_ON,UTD_BY,UTD_ON
Language ID,Company Code ID,Plant ID,Warehouse ID,Business Parnter type,Partner Code,Partner Name ,Address 1,Address 2,Zone ,Country,State,Phone Number,Fax Number,E-Mail ID,Reference Text,Location ,Latitude,Longitude,Storage Type ID,Storage Bin ,Status ID,Deletion Indicator,created by,created on,updated by,updated on
NVARCHAR(5),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),INTEGER,NVARCHAR(50),NVARCHAR(50),NVARCHAR(5000),NVARCHAR(5000),NVARCHAR(500),NVARCHAR(50),NVARCHAR(50),NVARCHAR(500),NVARCHAR(500),NVARCHAR(500),NVARCHAR(500),NVARCHAR(500),"DECIMAL(30,15)","DECIMAL(30,15)",INTEGER,NVARCHAR(50),INTEGER,INTEGER,NVARCHAR(50),TIMESTAMP,NVARCHAR(50),TIMESTAMP
EN,1000,1001,110,1,VFC02772,SELFIE CORNER (E.T.C),UK,,,UK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01775,AL MIRJAN INTERNATIONAL COMPANY (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02600,M & H FACTORY (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01776,MOHAMMED NASER AL - HAJERY &SONS CO.LTD (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02517,WABA INT'L COMMERCIAL CO. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02505,DAMING PLASTIC PRODUCTS INDUSTRIES CO. LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01762,ZHEJIANG JIAWAY ENVIRONMENT L/C 08/04226 URO 12786.40,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02309,ANSAN IC VE DIS TIC PAZ LTD (TURKEY),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02681,BLOMUS GMBH,GERMANY,,,GERMANY,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02224,PAPSTAR GMBH,USA,,,USA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCC02759,PURELIVINGSHOP   (CONSIGNMENT CORNER ),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02694,CHAIRS LTD,UK,,,UK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT02238,AL MOBEDELAT INTERNATIONAL TRADING CO.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02140,FAIR DEAL GUANGZHOU,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT02033,GREEN PALACE NATIONAL GEN TRADING CO.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02685,POMAX NV,BELGIUM,,,BELGIUM,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02451,ASHKANANI INTERNATIONAL (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02760,JIEYANG JINCHENGTAI HARDWARE PRODUCTS CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT01198,DEWALT TRADING(OVERSEAS) DUBAI,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01093,"DALIANEVERTRUST(pavalion,umbrla) L/C 2110213512",CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT01580,WINNERS INTERNATIONAL TRADING CO.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02688,BROSTE COPENHAGEN A/S,DENMARK,,,DENMARK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02766,BOMSHBEE,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VST00334,BIN DAWOOD SUPERSTORE,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01913,FUSHION HOUSEWARE PRODUCTS COMPANY LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT02425,SULTAN FURNISHING CO. LTD  (CLOTHES),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02394,CHAOZHOU CHUANGXIN CERAMIC LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02295,AL SABAH & KOHLI (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT00304,KUWAIT ALUMINIUM & INDUST.CO.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02775,PLATEX CORNER (E.T.C.),FRANCE,,,FRANCE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01993,AL JOUD PLASTIC COMPANY L.L.C.,UAE,,,UAE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01854,PARTY CENTRE,UAE,,,UAE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02471,DOMINO TRADING CO. LTD. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01072,LU KUANG TAIWAN (wire shelf) L/C 07/01591,TAIWAN,,,TAIWAN,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01986,NASSER AL MUSALLAM CO. GEN. TRADE,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02024,AL MANARA TRADING&CONT CO.(CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02332,NINGBO INNOPWER METAL PRODUCTS CO.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01616,CITY SNOOTY GEN.TRAD.CO. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02386,TAIZHOU BAOLI LEISURE PRODUCTS CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01229,TAIZHOU ZHONGTIAN (plastic bin)AGNST PM,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02684,ATHEZZA INTERNATIONAL,FRANCE,,,FRANCE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02137,MEIZHOU LIANSHUNCHANG TRADING CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT00181,ALWAN AL KUWAIT CONST & CONSIG,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02611,LINDON CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02254,RENHENG (HONGKONG) HOME ACCESSORIES CO LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02144,GUANGDONG ZHENTONG CERAIMCS CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02185,GUANGDONG XINGTAIYI PORCELAIN CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02697,HOCK DESIGN E.K.,GERMANY,,,GERMANY,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02167,"COMPULIGHT ELECTRICALS & ELECTRONICS CO, (CONSIGNMENT)",KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02674,HOFF INTERIER GMBH &CO KG,GERMANY,,,GERMANY,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT00371,ALI ABDUL WAHAB AL MUTAWA,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02717,MY LITTLE DAY,FRANCE,,,FRANCE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02645,MADAM DANAH AL OSAIMI (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02287,ALMUAWAD GOLBAL COMPANY FOR GENERAL TRADING (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VOB00001,Opening Balance Vendor,USA,,,USA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02002,BAHITA CO. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02247,ZHUHAI SHICHANG METALS LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT01238,THE BED SHOP,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02221,SOLVIN INTERNATIONAL GEN. TRDNG & CONT. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT00281,MOHAMMED A.SUHAIB & SONS,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01000,APEX TECHNOLOGY MARKETING CONS,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02595,AL FAHAD TRADING & INDUSTRIAL EST. (consignment),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01186,HOMEWORK LLC (tools) DUBAI,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT01637,RAJA COMPANY (W.L.L.),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02698,XL BVBA,BELGIUM,,,BELGIUM,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02695,BEBEL,FRANCE,,,FRANCE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02136,SHENZHEN GAIN BELONG IMPORT & EXPORT CO. LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02682,TRIVIUM LONDON LIMITED,UK,,,UK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02015,BASIC GENERAL TRADING & CONTRACTING CO. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01997,RAINBOW PLAY SYSTEMS INC.,USA,,,USA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01729,GUANGZHOU UNITY TRADE LINKS CO. LTD ( YANG KAI GUO),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02325,HONG KONG TOWIN CERAMICS CO LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT00388,VISION INTERNATIONAL COSIGNMEN,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT00303,RTC ELECTRONICS CO. CREDIT,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02328,YANG JIANG BOLEEFUN HOUSEWARES CO LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01815,SUN SIGHT LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02683,CADES SASU,FRANCE,,,FRANCE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT02395,DAKHEEL AL JASSAR ELECTRICAL INDUSTRIIES CO.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02116,IRAK DIS TICARET LTD. STI (IRAK PLASTICS),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02765,BLOOMINGVILLE,DENMARK,,,DENMARK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT00737,HISHAM I. AL MATARI. CONSIGNM,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT00700,GULF RENAISSANCE EST.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01763,WIDTHMAN LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01733,GULF ADVANCED APPLIANCES&ELECTRONICS CO (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02590,SUPER TOUCH GENERAL TRADING (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02176,SHANGHAI CHOUQIN FURNITURE CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02210,AL JOUD PLASTIC INDUSTRIES. L/C # 2111301270,UAE,,,UAE,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02757,WUYI SANSEN LEISURE PRODUCTS CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02413,DONGGUAN DATENG PLASTIC PRODUCTS,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02745,TERMINAL LIGHT COMPANY (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02312,TAIZHOU HUANGYAN SHUANGXIONG PLASTICS CO LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02414,NANJING SENTAI OUTDOOR LEISURE PRODUCT CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02172,PT.INDOEXIM INTERNATIONAL,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02762,ZHEJIANG LINYA CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01194,HAICHENG JIAHUI ARTS&CRAFT(gift box),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01331,"SHANGAI DRAGON (sleeping bag,blankt)L/C 04/04515",CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT00197,GREEN PALACE GENERAL TRADING CONSIGNMENT,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02491,YEAR SING PLASTICS CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02170,JIAXING HIFINE FURNITURE CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01879,JONES & SON PEST CONTROL SUPPLIES,UK,,,UK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02317,FOSHAN CHANG SHENG TRADE COMPANY LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02509,SHENZHEN JINGXIN DEVELOPMENT TRDNG CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT00507,XX AL GHANNAM INTERNATIONAL CONSIGNMENT,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02724,TAN MAVITAN,TURKEY,,,TURKEY,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02774,BLISSHOME CORNER (E.T.C),UK,,,UK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02249,YONGKANG LONGYINGFEI INDUSTRY AND TRADING CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01051,H.F. (bbq-access)L/C 2110212056,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02311,SHULOPAL INDUSTRY CO. LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02720,BANKOOK DESIGN CHAMBRE SL,SPAIN,,,SPAIN,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02508,CONVERGE GENERAL TRADING CO. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01661,NANTONG TONGMEL MEDICAL juice dispensr)INSTRUMENT $25197.23L,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01444,BEST WAY (trempolin)INTERNATIONAL,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02306,HAMEED & MOHAMMED ALI AL TUHOO CO. ( CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02746,GARAGE I 4 (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02153,CHAOZHOU FEIDA CERAMICS INDUSTRIES CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT00620,E.T.C. GRIFFIE(vase)L/C,ITALY,,,ITALY,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02158,CHINA PEARL (HK) COMPANY LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01693,ZHANGZHOU HEJIA(playing card) CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02316,ZIBO TRUELY LIGHT INDUSTRIAL PRODUCTS CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01724,FOSHAN HUIZHUO (asstd chair)IMP&EXPORT (AL RAI),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT00942,"CANTON FAIR CHNA(pavalion,chair)L/C 01-487981",CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02251,QINGDAO COLOURFUL WORLD INTERNATIONAL TRADE CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02142,QUANZHOU PLASTIC POTS CO LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01433,POSS TRADING (bath accesories)INTERNATIONAL,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01168,ANTWERP PLASTIC (grass tree)MERCHANDIS,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01933,AL ROUDHAN GLOBAL GENERAL TRDG CO. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT02593,KUWAIT NATIONAL USED TIRE RECYCLING CO. WLL,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01669,ORIGIN GARDEN (4pc gardn set)FURNITURE LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02374,AL TADAMON AL KUWAITI TRADING CO. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02773,SEVIN LONDON CORNER (E.T.C.),UK,,,UK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02315,WUYI TIANQI TOOLS CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02326,XINDONGYANG CERAMICS CO LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT00871,PROGRESS WOOD(plate stand) L/C 2110012232,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01767,YOURKAN GEN. TRAD&CONT (MINPLUS) CONSIGNMENT,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01085,SUNFLOWER HOUSE(bath mat) L/C 2110213506,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT00086,SUNRISE INTERNATIONAL CO.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT01908,INTERNATIONAL VEHICLE AND CONTAINER INSPECTION (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01778,SEVILLE CLASSICS INC ( ULTRA POWER INDUSTRIES LTD ),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02553,CLEAN BY TOUCH (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT00081,AL HUSSAN INTERNATIONAL TRDG.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02389,GOOD STAND INDUSTRIAL (CHINA) LIMITED,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01446,LUSTER INTERNATIONAL(ceral dispensr),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT00992,K4 TRADING & CONTRACTING CO.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02191,BBMG TIANTAN FURNITURE CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02613,LANGFANG SENJIEKE,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01721,WENLING SND LEISURE FURNITURE $53730.00L/C 07/09907,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01470,FUJIAN PROVINCIAL (grass peramid)YONGTAI GARDEN WARE CO.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02412,TIANJIN CHENGYUANSHENGXING INTERNATIONAL TRADING CO.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02074,ALKAN ZUC.SAN.TIC.LTD STI,USA,,,USA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02764,SERAX/BELGIUM,BELGIUM,,,BELGIUM,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02623,ZHEJIANG LIFAN FURNITURE CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01327,"QINGDAO KINGING APPLIED(light,cndl hldr)",CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT01996,YUSUF AHMED AL GHANIM & SONS W.L.L.,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VLT01059,AL SHAHABI INTERNATIONAL TRD,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02253,CHAOZHOU GARDEN & HOME CERAMICS,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02393,YIXIANG BLOW MOLDING FURNITURE (NINGBO) CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02725,MJ INVEST PTE LTD,DENMARK,,,DENMARK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01769,CHANGSHU JINSHENG METAL L/C 08/04932 $51217.70,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01468,EADECO SDN (chair pad)L/C 09/0946401,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01909,QUANZHOU L&T DECORATIONS CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01645,SHANGHAI WORTH GARDEN (gardn tools)PRODUCTS CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02178,KANGLING GROUP CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT00201,SALEH SULAIMAN AL MODHIAN,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFC02740,MIMI & LULA LIMITED,UK,,,UK,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01856,E.T.C. - CHINA,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02322,DOLSTEN GENERAL TRADING EST. (CONSIGNMENT),KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VCT02770,CENTRAL CIRCLE CO,KUWAIT,,,KUWAIT,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01459,SHENGZHOU ELY ART(candle),CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02245,ZHEJIANG KEKE TRADING CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02504,HJC (SHENZHEN) CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02154,CHAOZHOU TREND ARTS AND CRAFTS CO. LTD,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT02313,YANGDONG XINTAL MANUFACTURING CO. LTD.,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
EN,1000,1001,110,1,VFT01556,COTTON GIFT COMPANY(wall stand) LIMITED L/C 07/11184 05/7531,CHINA,,,CHINA,,,,,,,,,,,1,0,admin,,,
