LANG_ID,C_ID,PLANT_ID,WH_ID,PAR_ITM_CODE,BOM_NO,PAR_ITM_QTY,STATUS_ID,Isdeleted,CTD_BY,CTD_ON
Language ID,Company Code ID,Plant ID,Warehouse ID,Parent Item Code,BOM NUMBER,Parent item Quantity ,Status ID,Deletion Indicator,Created By ,Created on
NVARCHAR(5),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),INTEGER,"DECIMAL(30,4)",INTEGER,INTEGER,NVARCHAR(50),TIMESTAMP
EN,1000,1001,111,013064000,1000139,1,1,0,admin,
EN,1000,1001,111,013064001,1000140,1,1,0,admin,
EN,1000,1001,111,013064002,1000141,1,1,0,admin,
EN,1000,1001,111,013064030,1000142,1,1,0,admin,
EN,1000,1001,111,013064079,1000143,1,1,0,admin,
EN,1000,1001,111,013064142,1000144,1,1,0,admin,
EN,1000,1001,111,013064146,1000145,1,1,0,admin,
EN,1000,1001,111,013064158,1000146,1,1,0,admin,
EN,1000,1001,111,013064159,1000147,1,1,0,admin,
EN,1000,1001,111,013064160,1000148,1,1,0,admin,
EN,1000,1001,111,013064165,1000149,1,1,0,admin,
EN,1000,1001,111,013064166,1000150,1,1,0,admin,
EN,1000,1001,111,013064171,1000151,1,1,0,admin,
EN,1000,1001,111,013064172,1000152,1,1,0,admin,
EN,1000,1001,111,013064176,1000153,1,1,0,admin,
EN,1000,1001,111,013064177,1000154,1,1,0,admin,
EN,1000,1001,111,013064179,1000155,1,1,0,admin,
EN,1000,1001,111,013064180,1000156,1,1,0,admin,
EN,1000,1001,111,013064556,1000157,1,1,0,admin,
EN,1000,1001,111,013064560,1000158,1,1,0,admin,
EN,1000,1001,111,013064561,1000159,1,1,0,admin,
EN,1000,1001,111,013064562,1000160,1,1,0,admin,
EN,1000,1001,111,013064616,1000161,1,1,0,admin,
EN,1000,1001,111,013064617,1000162,1,1,0,admin,
EN,1000,1001,111,013064618,1000163,1,1,0,admin,
EN,1000,1001,111,013064827,1000164,1,1,0,admin,
EN,1000,1001,111,013064828,1000165,1,1,0,admin,
EN,1000,1001,111,013065003,1000166,1,1,0,admin,
EN,1000,1001,111,013065039,1000167,1,1,0,admin,
EN,1000,1001,111,013065256,1000168,1,1,0,admin,
EN,1000,1001,111,013065258,1000169,1,1,0,admin,
EN,1000,1001,111,013065259,1000170,1,1,0,admin,
EN,1000,1001,111,013065260,1000171,1,1,0,admin,
EN,1000,1001,111,013065683,1000172,1,1,0,admin,
EN,1000,1001,111,013065684,1000173,1,1,0,admin,
EN,1000,1001,111,013065694,1000174,1,1,0,admin,
EN,1000,1001,111,013065699,1000175,1,1,0,admin,
EN,1000,1001,111,013065700,1000176,1,1,0,admin,
EN,1000,1001,111,013065701,1000177,1,1,0,admin,
EN,1000,1001,111,013065704,1000178,1,1,0,admin,
EN,1000,1001,111,013065712,1000179,1,1,0,admin,
EN,1000,1001,111,013065841,1000180,1,1,0,admin,
EN,1000,1001,111,013065842,1000181,1,1,0,admin,
EN,1000,1001,111,013065844,1000182,1,1,0,admin,
EN,1000,1001,111,013065848,1000183,1,1,0,admin,
EN,1000,1001,111,013065852,1000184,1,1,0,admin,
EN,1000,1001,111,013065853,1000185,1,1,0,admin,
EN,1000,1001,111,013065854,1000186,1,1,0,admin,
EN,1000,1001,111,013066226,1000187,1,1,0,admin,
EN,1000,1001,111,013066227,1000188,1,1,0,admin,
EN,1000,1001,111,013066228,1000189,1,1,0,admin,
EN,1000,1001,111,013066229,1000190,1,1,0,admin,
EN,1000,1001,111,013066230,1000191,1,1,0,admin,
EN,1000,1001,111,013066231,1000192,1,1,0,admin,
EN,1000,1001,111,013066232,1000193,1,1,0,admin,
EN,1000,1001,111,013066233,1000194,1,1,0,admin,
EN,1000,1001,111,013066288,1000195,1,1,0,admin,
EN,1000,1001,111,013066301,1000196,1,1,0,admin,
EN,1000,1001,111,013066438,1000197,1,1,0,admin,
EN,1000,1001,111,013066439,1000198,1,1,0,admin,
EN,1000,1001,111,013066440,1000199,1,1,0,admin,
EN,1000,1001,111,013066875,1000200,1,1,0,admin,
EN,1000,1001,111,013066876,1000201,1,1,0,admin,
EN,1000,1001,111,013066877,1000202,1,1,0,admin,
EN,1000,1001,111,013067034,1000203,1,1,0,admin,
EN,1000,1001,111,013067071,1000204,1,1,0,admin,
EN,1000,1001,111,013067072,1000205,1,1,0,admin,
EN,1000,1001,111,013067076,1000206,1,1,0,admin,
EN,1000,1001,111,013067313,1000207,1,1,0,admin,
EN,1000,1001,111,013067316,1000208,1,1,0,admin,
EN,1000,1001,111,013067317,1000209,1,1,0,admin,
EN,1000,1001,111,013067319,1000210,1,1,0,admin,
EN,1000,1001,111,013067320,1000211,1,1,0,admin,
EN,1000,1001,111,013067321,1000212,1,1,0,admin,
EN,1000,1001,111,013067716,1000213,1,1,0,admin,
EN,1000,1001,111,013067717,1000214,1,1,0,admin,
EN,1000,1001,111,013067718,1000215,1,1,0,admin,
EN,1000,1001,111,013067719,1000216,1,1,0,admin,
EN,1000,1001,111,013067720,1000217,1,1,0,admin,
EN,1000,1001,111,013067721,1000218,1,1,0,admin,
EN,1000,1001,111,013067722,1000219,1,1,0,admin,
EN,1000,1001,111,013067723,1000220,1,1,0,admin,
EN,1000,1001,111,013067724,1000221,1,1,0,admin,
EN,1000,1001,111,013067741,1000222,1,1,0,admin,
EN,1000,1001,111,013067742,1000223,1,1,0,admin,
EN,1000,1001,111,013067743,1000224,1,1,0,admin,
EN,1000,1001,111,013067744,1000225,1,1,0,admin,
EN,1000,1001,111,013067745,1000226,1,1,0,admin,
EN,1000,1001,111,013067755,1000227,1,1,0,admin,
EN,1000,1001,111,013067756,1000228,1,1,0,admin,
EN,1000,1001,111,013067757,1000229,1,1,0,admin,
EN,1000,1001,111,013067760,1000230,1,1,0,admin,
EN,1000,1001,111,013261001,1000231,1,1,0,admin,
EN,1000,1001,111,014361010,1000232,1,1,0,admin,
EN,1000,1001,111,014361011,1000233,1,1,0,admin,
EN,1000,1001,111,014361012,1000234,1,1,0,admin,
EN,1000,1001,111,014361019,1000235,1,1,0,admin,
EN,1000,1001,111,014451030,1000236,1,1,0,admin,
EN,1000,1001,111,014451032,1000237,1,1,0,admin,
EN,1000,1001,111,014531025,1000238,1,1,0,admin,
EN,1000,1001,111,014671057,1000239,1,1,0,admin,
EN,1000,1001,111,015561023,1000240,1,1,0,admin,
EN,1000,1001,111,016391016,1000241,1,1,0,admin,
EN,1000,1001,111,016471001,1000242,1,1,0,admin,
EN,1000,1001,111,016631016,1000243,1,1,0,admin,
EN,1000,1001,111,016691001,1000244,1,1,0,admin,
EN,1000,1001,111,016691006,1000245,1,1,0,admin,
EN,1000,1001,111,016691007,1000246,1,1,0,admin,
EN,1000,1001,111,016691049,1000247,1,1,0,admin,
EN,1000,1001,111,016691050,1000248,1,1,0,admin,
EN,1000,1001,111,017221010,1000249,1,1,0,admin,
EN,1000,1001,111,017241009,1000250,1,1,0,admin,
EN,1000,1001,111,017291057,1000251,1,1,0,admin,
EN,1000,1001,111,017291089,1000252,1,1,0,admin,
EN,1000,1001,111,017291090,1000253,1,1,0,admin,
EN,1000,1001,111,017301001,1000254,1,1,0,admin,
EN,1000,1001,111,017301002,1000255,1,1,0,admin,
EN,1000,1001,111,017301003,1000256,1,1,0,admin,
EN,1000,1001,111,017691004,1000257,1,1,0,admin,
EN,1000,1001,111,017691005,1000258,1,1,0,admin,
EN,1000,1001,111,017691006,1000259,1,1,0,admin,
EN,1000,1001,111,017691008,1000260,1,1,0,admin,
EN,1000,1001,111,017691010,1000261,1,1,0,admin,
EN,1000,1001,111,017691012,1000262,1,1,0,admin,
EN,1000,1001,111,017691013,1000263,1,1,0,admin,
EN,1000,1001,111,017691014,1000264,1,1,0,admin,
EN,1000,1001,111,017691015,1000265,1,1,0,admin,
EN,1000,1001,111,017691016,1000266,1,1,0,admin,
EN,1000,1001,111,017691017,1000267,1,1,0,admin,
EN,1000,1001,111,017691018,1000268,1,1,0,admin,
EN,1000,1001,111,017691019,1000269,1,1,0,admin,
EN,1000,1001,111,017691020,1000270,1,1,0,admin,
EN,1000,1001,111,017691021,1000271,1,1,0,admin,
EN,1000,1001,111,017691022,1000272,1,1,0,admin,
EN,1000,1001,111,017691023,1000273,1,1,0,admin,
EN,1000,1001,111,017691024,1000274,1,1,0,admin,
EN,1000,1001,111,017691026,1000275,1,1,0,admin,
EN,1000,1001,111,017691027,1000276,1,1,0,admin,
EN,1000,1001,111,017691030,1000277,1,1,0,admin,
EN,1000,1001,111,017691031,1000278,1,1,0,admin,
EN,1000,1001,111,018561160,1000279,1,1,0,admin,
EN,1000,1001,111,018561163,1000280,1,1,0,admin,
EN,1000,1001,111,018561164,1000281,1,1,0,admin,
EN,1000,1001,111,018561165,1000282,1,1,0,admin,
EN,1000,1001,111,019011001,1000283,1,1,0,admin,
EN,1000,1001,111,019011002,1000284,1,1,0,admin,
EN,1000,1001,111,019011003,1000285,1,1,0,admin,
EN,1000,1001,111,019091037,1000286,1,1,0,admin,
EN,1000,1001,111,019091038,1000287,1,1,0,admin,
EN,1000,1001,111,019091039,1000288,1,1,0,admin,
EN,1000,1001,111,019091040,1000289,1,1,0,admin,
EN,1000,1001,111,019091041,1000290,1,1,0,admin,
EN,1000,1001,111,019091042,1000291,1,1,0,admin,
EN,1000,1001,111,019091051,1000292,1,1,0,admin,
EN,1000,1001,111,019091052,1000293,1,1,0,admin,
EN,1000,1001,111,019161001,1000294,1,1,0,admin,
EN,1000,1001,111,019161002,1000295,1,1,0,admin,
EN,1000,1001,111,020301039,1000296,1,1,0,admin,
EN,1000,1001,111,020301157,1000297,1,1,0,admin,
EN,1000,1001,111,020301158,1000298,1,1,0,admin,
EN,1000,1001,111,020301159,1000299,1,1,0,admin,
EN,1000,1001,111,020301170,1000300,1,1,0,admin,
EN,1000,1001,111,020301258,1000301,1,1,0,admin,
EN,1000,1001,111,020301259,1000302,1,1,0,admin,
EN,1000,1001,111,020301260,1000303,1,1,0,admin,
EN,1000,1001,111,020301261,1000304,1,1,0,admin,
EN,1000,1001,111,020301438,1000305,1,1,0,admin,
EN,1000,1001,111,020301439,1000306,1,1,0,admin,
EN,1000,1001,111,020301440,1000307,1,1,0,admin,
EN,1000,1001,111,020301441,1000308,1,1,0,admin,
EN,1000,1001,111,020301442,1000309,1,1,0,admin,
EN,1000,1001,111,020301443,1000310,1,1,0,admin,
EN,1000,1001,111,020301444,1000311,1,1,0,admin,
EN,1000,1001,111,020301445,1000312,1,1,0,admin,
EN,1000,1001,111,020301497,1000313,1,1,0,admin,
EN,1000,1001,111,020301498,1000314,1,1,0,admin,
EN,1000,1001,111,020301499,1000315,1,1,0,admin,
EN,1000,1001,111,020301501,1000316,1,1,0,admin,
EN,1000,1001,111,020301516,1000317,1,1,0,admin,
EN,1000,1001,111,020301517,1000318,1,1,0,admin,
EN,1000,1001,111,020301547,1000319,1,1,0,admin,
EN,1000,1001,111,020301548,1000320,1,1,0,admin,
EN,1000,1001,111,020301602,1000321,1,1,0,admin,
EN,1000,1001,111,020301603,1000322,1,1,0,admin,
EN,1000,1001,111,020301604,1000323,1,1,0,admin,
EN,1000,1001,111,020301605,1000324,1,1,0,admin,
EN,1000,1001,111,020301607,1000325,1,1,0,admin,
EN,1000,1001,111,020301608,1000326,1,1,0,admin,
EN,1000,1001,111,020301609,1000327,1,1,0,admin,
EN,1000,1001,111,020301610,1000328,1,1,0,admin,
EN,1000,1001,111,020301611,1000329,1,1,0,admin,
EN,1000,1001,111,020301622,1000330,1,1,0,admin,
EN,1000,1001,111,020301623,1000331,1,1,0,admin,
EN,1000,1001,111,020301642,1000332,1,1,0,admin,
EN,1000,1001,111,020301808,1000333,1,1,0,admin,
EN,1000,1001,111,020301927,1000334,1,1,0,admin,
EN,1000,1001,111,020301935,1000335,1,1,0,admin,
EN,1000,1001,111,020301955,1000336,1,1,0,admin,
EN,1000,1001,111,020301957,1000337,1,1,0,admin,
EN,1000,1001,111,020302016,1000338,1,1,0,admin,
EN,1000,1001,111,020302017,1000339,1,1,0,admin,
EN,1000,1001,111,020302018,1000340,1,1,0,admin,
EN,1000,1001,111,020302019,1000341,1,1,0,admin,
EN,1000,1001,111,020302021,1000342,1,1,0,admin,
EN,1000,1001,111,020302092,1000343,1,1,0,admin,
EN,1000,1001,111,020302093,1000344,1,1,0,admin,
EN,1000,1001,111,020302094,1000345,1,1,0,admin,
EN,1000,1001,111,020302095,1000346,1,1,0,admin,
EN,1000,1001,111,020302103,1000347,1,1,0,admin,
EN,1000,1001,111,020302108,1000348,1,1,0,admin,
EN,1000,1001,111,020302130,1000349,1,1,0,admin,
EN,1000,1001,111,020302221,1000350,1,1,0,admin,
EN,1000,1001,111,020302222,1000351,1,1,0,admin,
EN,1000,1001,111,020302602,1000352,1,1,0,admin,
EN,1000,1001,111,020302603,1000353,1,1,0,admin,
EN,1000,1001,111,020302636,1000354,1,1,0,admin,
EN,1000,1001,111,020302637,1000355,1,1,0,admin,
EN,1000,1001,111,020302641,1000356,1,1,0,admin,
EN,1000,1001,111,020302642,1000357,1,1,0,admin,
EN,1000,1001,111,020302673,1000358,1,1,0,admin,
EN,1000,1001,111,020302681,1000359,1,1,0,admin,
EN,1000,1001,111,020302682,1000360,1,1,0,admin,
EN,1000,1001,111,020302683,1000361,1,1,0,admin,
EN,1000,1001,111,020302805,1000362,1,1,0,admin,
EN,1000,1001,111,020302889,1000363,1,1,0,admin,
EN,1000,1001,111,020303178,1000364,1,1,0,admin,
EN,1000,1001,111,020303235,1000365,1,1,0,admin,
EN,1000,1001,111,020303236,1000366,1,1,0,admin,
EN,1000,1001,111,020303469,1000367,1,1,0,admin,
EN,1000,1001,111,020303470,1000368,1,1,0,admin,
EN,1000,1001,111,020303471,1000369,1,1,0,admin,
EN,1000,1001,111,020303472,1000370,1,1,0,admin,
EN,1000,1001,111,020303473,1000371,1,1,0,admin,
EN,1000,1001,111,020303532,1000372,1,1,0,admin,
EN,1000,1001,111,020303533,1000373,1,1,0,admin,
EN,1000,1001,111,020303535,1000374,1,1,0,admin,
EN,1000,1001,111,020303536,1000375,1,1,0,admin,
EN,1000,1001,111,020303977,1000376,1,1,0,admin,
EN,1000,1001,111,020304176,1000377,1,1,0,admin,
EN,1000,1001,111,020304391,1000378,1,1,0,admin,
EN,1000,1001,111,020304461,1000379,1,1,0,admin,
EN,1000,1001,111,020304466,1000380,1,1,0,admin,
EN,1000,1001,111,020304657,1000381,1,1,0,admin,
EN,1000,1001,111,020304664,1000382,1,1,0,admin,
EN,1000,1001,111,020304670,1000383,1,1,0,admin,
EN,1000,1001,111,020304678,1000384,1,1,0,admin,
EN,1000,1001,111,020304796,1000385,1,1,0,admin,
EN,1000,1001,111,020305228,1000386,1,1,0,admin,
EN,1000,1001,111,020305229,1000387,1,1,0,admin,
EN,1000,1001,111,020305230,1000388,1,1,0,admin,
EN,1000,1001,111,020305313,1000389,1,1,0,admin,
EN,1000,1001,111,020306043,1000390,1,1,0,admin,
EN,1000,1001,111,020306044,1000391,1,1,0,admin,
EN,1000,1001,111,020306045,1000392,1,1,0,admin,
EN,1000,1001,111,020306046,1000393,1,1,0,admin,
EN,1000,1001,111,020306047,1000394,1,1,0,admin,
EN,1000,1001,111,020306072,1000395,1,1,0,admin,
EN,1000,1001,111,020306073,1000396,1,1,0,admin,
EN,1000,1001,111,020306074,1000397,1,1,0,admin,
EN,1000,1001,111,020306075,1000398,1,1,0,admin,
EN,1000,1001,111,020306242,1000399,1,1,0,admin,
EN,1000,1001,111,020306244,1000400,1,1,0,admin,
EN,1000,1001,111,020306657,1000401,1,1,0,admin,
EN,1000,1001,111,020306658,1000402,1,1,0,admin,
EN,1000,1001,111,020307078,1000403,1,1,0,admin,
EN,1000,1001,111,020307184,1000404,1,1,0,admin,
EN,1000,1001,111,020307591,1000405,1,1,0,admin,
EN,1000,1001,111,020307708,1000406,1,1,0,admin,
EN,1000,1001,111,020308045,1000407,1,1,0,admin,
EN,1000,1001,111,020308744,1000408,1,1,0,admin,
EN,1000,1001,111,020308745,1000409,1,1,0,admin,
EN,1000,1001,111,020309467,1000410,1,1,0,admin,
EN,1000,1001,111,020309510,1000411,1,1,0,admin,
EN,1000,1001,111,020309641,1000412,1,1,0,admin,
EN,1000,1001,111,020309852,1000413,1,1,0,admin,
EN,1000,1001,111,020309853,1000414,1,1,0,admin,
EN,1000,1001,111,020309854,1000415,1,1,0,admin,
EN,1000,1001,111,020309855,1000416,1,1,0,admin,
EN,1000,1001,111,020309856,1000417,1,1,0,admin,
EN,1000,1001,111,020309859,1000418,1,1,0,admin,
EN,1000,1001,111,020309932,1000419,1,1,0,admin,
EN,1000,1001,111,020309933,1000420,1,1,0,admin,
EN,1000,1001,111,020309934,1000421,1,1,0,admin,
EN,1000,1001,111,020309935,1000422,1,1,0,admin,
EN,1000,1001,111,020309936,1000423,1,1,0,admin,
EN,1000,1001,111,020309937,1000424,1,1,0,admin,
EN,1000,1001,111,021401002,1000425,1,1,0,admin,
EN,1000,1001,111,021401003,1000426,1,1,0,admin,
EN,1000,1001,111,021401009,1000427,1,1,0,admin,
EN,1000,1001,111,021401010,1000428,1,1,0,admin,
EN,1000,1001,111,021401030,1000429,1,1,0,admin,
EN,1000,1001,111,021401031,1000430,1,1,0,admin,
EN,1000,1001,111,021401032,1000431,1,1,0,admin,
EN,1000,1001,111,021401034,1000432,1,1,0,admin,
EN,1000,1001,111,021401039,1000433,1,1,0,admin,
EN,1000,1001,111,021401040,1000434,1,1,0,admin,
EN,1000,1001,111,021401041,1000435,1,1,0,admin,
EN,1000,1001,111,021401042,1000436,1,1,0,admin,
EN,1000,1001,111,021401043,1000437,1,1,0,admin,
EN,1000,1001,111,021401044,1000438,1,1,0,admin,
EN,1000,1001,111,021401045,1000439,1,1,0,admin,
EN,1000,1001,111,021401046,1000440,1,1,0,admin,
EN,1000,1001,111,021401047,1000441,1,1,0,admin,
EN,1000,1001,111,021401069,1000442,1,1,0,admin,
EN,1000,1001,111,021401073,1000443,1,1,0,admin,
EN,1000,1001,111,021401075,1000444,1,1,0,admin,
EN,1000,1001,111,021401077,1000445,1,1,0,admin,
EN,1000,1001,111,021401097,1000446,1,1,0,admin,
EN,1000,1001,111,021401103,1000447,1,1,0,admin,
EN,1000,1001,111,021401107,1000448,1,1,0,admin,
EN,1000,1001,111,021401119,1000449,1,1,0,admin,
EN,1000,1001,111,021401127,1000450,1,1,0,admin,
EN,1000,1001,111,021401143,1000451,1,1,0,admin,
EN,1000,1001,111,021401158,1000452,1,1,0,admin,
EN,1000,1001,111,021401160,1000453,1,1,0,admin,
EN,1000,1001,111,021401176,1000454,1,1,0,admin,
EN,1000,1001,111,021401177,1000455,1,1,0,admin,
EN,1000,1001,111,021401182,1000456,1,1,0,admin,
EN,1000,1001,111,021401183,1000457,1,1,0,admin,
EN,1000,1001,111,021401185,1000458,1,1,0,admin,
EN,1000,1001,111,021401186,1000459,1,1,0,admin,
EN,1000,1001,111,021401189,1000460,1,1,0,admin,
EN,1000,1001,111,021401190,1000461,1,1,0,admin,
EN,1000,1001,111,021401191,1000462,1,1,0,admin,
EN,1000,1001,111,021401192,1000463,1,1,0,admin,
EN,1000,1001,111,021401193,1000464,1,1,0,admin,
EN,1000,1001,111,021401194,1000465,1,1,0,admin,
EN,1000,1001,111,021401195,1000466,1,1,0,admin,
EN,1000,1001,111,021401196,1000467,1,1,0,admin,
EN,1000,1001,111,021401197,1000468,1,1,0,admin,
EN,1000,1001,111,021401198,1000469,1,1,0,admin,
EN,1000,1001,111,021401199,1000470,1,1,0,admin,
EN,1000,1001,111,021401200,1000471,1,1,0,admin,
EN,1000,1001,111,021401205,1000472,1,1,0,admin,
EN,1000,1001,111,021401206,1000473,1,1,0,admin,
EN,1000,1001,111,021401208,1000474,1,1,0,admin,
EN,1000,1001,111,021401210,1000475,1,1,0,admin,
EN,1000,1001,111,021401211,1000476,1,1,0,admin,
EN,1000,1001,111,021401213,1000477,1,1,0,admin,
EN,1000,1001,111,021401239,1000478,1,1,0,admin,
EN,1000,1001,111,021401242,1000479,1,1,0,admin,
EN,1000,1001,111,021401243,1000480,1,1,0,admin,
EN,1000,1001,111,021401244,1000481,1,1,0,admin,
EN,1000,1001,111,021401245,1000482,1,1,0,admin,
EN,1000,1001,111,021401246,1000483,1,1,0,admin,
EN,1000,1001,111,021401247,1000484,1,1,0,admin,
EN,1000,1001,111,021401248,1000485,1,1,0,admin,
EN,1000,1001,111,021401249,1000486,1,1,0,admin,
EN,1000,1001,111,021401250,1000487,1,1,0,admin,
EN,1000,1001,111,021401251,1000488,1,1,0,admin,
EN,1000,1001,111,021401252,1000489,1,1,0,admin,
EN,1000,1001,111,021401253,1000490,1,1,0,admin,
EN,1000,1001,111,021401256,1000491,1,1,0,admin,
EN,1000,1001,111,021541025,1000492,1,1,0,admin,
EN,1000,1001,111,021541026,1000493,1,1,0,admin,
EN,1000,1001,111,021541027,1000494,1,1,0,admin,
EN,1000,1001,111,021541028,1000495,1,1,0,admin,
EN,1000,1001,111,021541029,1000496,1,1,0,admin,
EN,1000,1001,111,021541030,1000497,1,1,0,admin,
EN,1000,1001,111,021701001,1000498,1,1,0,admin,
EN,1000,1001,111,021701002,1000499,1,1,0,admin,
EN,1000,1001,111,021701010,1000500,1,1,0,admin,
EN,1000,1001,111,021701011,1000501,1,1,0,admin,
EN,1000,1001,111,021701012,1000502,1,1,0,admin,
EN,1000,1001,111,023071037,1000503,1,1,0,admin,
EN,1000,1001,111,023071038,1000504,1,1,0,admin,
EN,1000,1001,111,023071039,1000505,1,1,0,admin,
EN,1000,1001,111,023071041,1000506,1,1,0,admin,
EN,1000,1001,111,024141002,1000507,1,1,0,admin,
EN,1000,1001,111,024141003,1000508,1,1,0,admin,
EN,1000,1001,111,026741003,1000509,1,1,0,admin,
EN,1000,1001,111,026741004,1000510,1,1,0,admin,
EN,1000,1001,111,026741007,1000511,1,1,0,admin,
EN,1000,1001,111,026741009,1000512,1,1,0,admin,
EN,1000,1001,111,026791077,1000513,1,1,0,admin,
EN,1000,1001,111,026791084,1000514,1,1,0,admin,
EN,1000,1001,111,026791085,1000515,1,1,0,admin,
EN,1000,1001,111,026791088,1000516,1,1,0,admin,
EN,1000,1001,111,026791089,1000517,1,1,0,admin,
EN,1000,1001,111,026791125,1000518,1,1,0,admin,
EN,1000,1001,111,026801179,1000519,1,1,0,admin,
EN,1000,1001,111,026801180,1000520,1,1,0,admin,
EN,1000,1001,111,026801182,1000521,1,1,0,admin,
EN,1000,1001,111,026801183,1000522,1,1,0,admin,
EN,1000,1001,111,026801184,1000523,1,1,0,admin,
EN,1000,1001,111,026801185,1000524,1,1,0,admin,
EN,1000,1001,111,026801186,1000525,1,1,0,admin,
EN,1000,1001,111,026801187,1000526,1,1,0,admin,
EN,1000,1001,111,026801188,1000527,1,1,0,admin,
EN,1000,1001,111,026801189,1000528,1,1,0,admin,
EN,1000,1001,111,026801190,1000529,1,1,0,admin,
EN,1000,1001,111,026801191,1000530,1,1,0,admin,
EN,1000,1001,111,026801192,1000531,1,1,0,admin,
EN,1000,1001,111,026801193,1000532,1,1,0,admin,
EN,1000,1001,111,026801194,1000533,1,1,0,admin,
EN,1000,1001,111,026801195,1000534,1,1,0,admin,
EN,1000,1001,111,026801196,1000535,1,1,0,admin,
EN,1000,1001,111,026801197,1000536,1,1,0,admin,
EN,1000,1001,111,026801198,1000537,1,1,0,admin,
EN,1000,1001,111,026801199,1000538,1,1,0,admin,
EN,1000,1001,111,026801200,1000539,1,1,0,admin,
EN,1000,1001,111,026801201,1000540,1,1,0,admin,
EN,1000,1001,111,026801202,1000541,1,1,0,admin,
EN,1000,1001,111,026801203,1000542,1,1,0,admin,
EN,1000,1001,111,026801204,1000543,1,1,0,admin,
EN,1000,1001,111,026801211,1000544,1,1,0,admin,
EN,1000,1001,111,026801212,1000545,1,1,0,admin,
EN,1000,1001,111,026801214,1000546,1,1,0,admin,
EN,1000,1001,111,026801215,1000547,1,1,0,admin,
EN,1000,1001,111,026801216,1000548,1,1,0,admin,
EN,1000,1001,111,026801217,1000549,1,1,0,admin,
EN,1000,1001,111,026801218,1000550,1,1,0,admin,
EN,1000,1001,111,026801232,1000551,1,1,0,admin,
EN,1000,1001,111,026801236,1000552,1,1,0,admin,
EN,1000,1001,111,026801237,1000553,1,1,0,admin,
EN,1000,1001,111,026831083,1000554,1,1,0,admin,
EN,1000,1001,111,026841025,1000555,1,1,0,admin,
EN,1000,1001,111,026841026,1000556,1,1,0,admin,
EN,1000,1001,111,026851025,1000557,1,1,0,admin,
EN,1000,1001,111,026851028,1000558,1,1,0,admin,
EN,1000,1001,111,026851205,1000559,1,1,0,admin,
EN,1000,1001,111,026941032,1000560,1,1,0,admin,
EN,1000,1001,111,026981017,1000561,1,1,0,admin,
EN,1000,1001,111,026981018,1000562,1,1,0,admin,
EN,1000,1001,111,026981019,1000563,1,1,0,admin,
EN,1000,1001,111,026981020,1000564,1,1,0,admin,
EN,1000,1001,111,026981021,1000565,1,1,0,admin,
EN,1000,1001,111,026981024,1000566,1,1,0,admin,
EN,1000,1001,111,026981025,1000567,1,1,0,admin,
EN,1000,1001,111,026981035,1000568,1,1,0,admin,
EN,1000,1001,111,026981036,1000569,1,1,0,admin,
EN,1000,1001,111,027651207,1000570,1,1,0,admin,
EN,1000,1001,111,027651208,1000571,1,1,0,admin,
EN,1000,1001,111,027651229,1000572,1,1,0,admin,
EN,1000,1001,111,027761001,1000573,1,1,0,admin,
EN,1000,1001,111,027761002,1000574,1,1,0,admin,
EN,1000,1001,111,027761003,1000575,1,1,0,admin,
EN,1000,1001,111,027761004,1000576,1,1,0,admin,
EN,1000,1001,111,027761005,1000577,1,1,0,admin,
EN,1000,1001,111,027771001,1000578,1,1,0,admin,
EN,1000,1001,111,027771002,1000579,1,1,0,admin,
EN,1000,1001,111,027771003,1000580,1,1,0,admin,
EN,1000,1001,111,027991028,1000581,1,1,0,admin,
EN,1000,1001,111,028201025,1000582,1,1,0,admin,
EN,1000,1001,111,028201026,1000583,1,1,0,admin,
EN,1000,1001,111,0057510442,1000584,1,1,0,admin,
EN,1000,1001,111,0057510479,1000585,1,1,0,admin,
EN,1000,1001,111,0057510594,1000586,1,1,0,admin,
EN,1000,1001,111,0057511507,1000587,1,1,0,admin,
EN,1000,1001,111,0057511732,1000588,1,1,0,admin,
EN,1000,1001,111,0057512441,1000589,1,1,0,admin,
EN,1000,1001,111,0057512442,1000590,1,1,0,admin,
EN,1000,1001,111,0057512443,1000591,1,1,0,admin,
EN,1000,1001,111,0057512444,1000592,1,1,0,admin,
EN,1000,1001,111,0057512445,1000593,1,1,0,admin,
EN,1000,1001,111,0057512545,1000594,1,1,0,admin,
EN,1000,1001,111,0057512546,1000595,1,1,0,admin,
EN,1000,1001,111,0057512547,1000596,1,1,0,admin,
EN,1000,1001,111,0057512548,1000597,1,1,0,admin,
EN,1000,1001,111,0057512556,1000598,1,1,0,admin,
EN,1000,1001,111,0057512557,1000599,1,1,0,admin,
EN,1000,1001,111,0057512558,1000600,1,1,0,admin,
EN,1000,1001,111,0057512559,1000601,1,1,0,admin,
EN,1000,1001,111,0057512560,1000602,1,1,0,admin,
EN,1000,1001,111,0057512561,1000603,1,1,0,admin,
EN,1000,1001,111,0057512562,1000604,1,1,0,admin,
EN,1000,1001,111,0057512563,1000605,1,1,0,admin,
EN,1000,1001,111,0057512564,1000606,1,1,0,admin,
EN,1000,1001,111,0057512565,1000607,1,1,0,admin,
EN,1000,1001,111,0057512566,1000608,1,1,0,admin,
EN,1000,1001,111,0057512584,1000609,1,1,0,admin,
EN,1000,1001,111,0057512586,1000610,1,1,0,admin,
