LANG_ID,C_ID,PLANT_ID,WH_ID,PAR_ITM_CODE,BOM_NO,PAR_ITM_QTY,STATUS_ID,Isdeleted,CTD_BY,CTD_ON
Language ID,Company Code ID,Plant ID,Warehouse ID,Parent Item Code,BOM NUMBER,Parent item Quantity ,Status ID,Deletion Indicator,Created By ,Created on
NVARCHAR(5),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),INTEGER,"DECIMAL(30,4)",INTEGER,INTEGER,NVARCHAR(50),TIMESTAMP
EN,1000,1001,110,021401045,1000439,1,1,0,admin,
EN,1000,1001,110,021401046,1000440,1,1,0,admin,
EN,1000,1001,110,021401047,1000441,1,1,0,admin,
EN,1000,1001,110,021401069,1000442,1,1,0,admin,
EN,1000,1001,110,021401073,1000443,1,1,0,admin,
EN,1000,1001,110,021401075,1000444,1,1,0,admin,
EN,1000,1001,110,021401077,1000445,1,1,0,admin,
EN,1000,1001,110,021401097,1000446,1,1,0,admin,
EN,1000,1001,110,021401103,1000447,1,1,0,admin,
EN,1000,1001,110,021401107,1000448,1,1,0,admin,
EN,1000,1001,110,021401119,1000449,1,1,0,admin,
EN,1000,1001,110,021401127,1000450,1,1,0,admin,
EN,1000,1001,110,021401143,1000451,1,1,0,admin,
EN,1000,1001,110,021401158,1000452,1,1,0,admin,
EN,1000,1001,110,021401160,1000453,1,1,0,admin,
EN,1000,1001,110,021401176,1000454,1,1,0,admin,
EN,1000,1001,110,021401177,1000455,1,1,0,admin,
EN,1000,1001,110,021401182,1000456,1,1,0,admin,
EN,1000,1001,110,021401183,1000457,1,1,0,admin,
EN,1000,1001,110,021401185,1000458,1,1,0,admin,
EN,1000,1001,110,021401186,1000459,1,1,0,admin,
EN,1000,1001,110,021401189,1000460,1,1,0,admin,
EN,1000,1001,110,021401190,1000461,1,1,0,admin,
EN,1000,1001,110,021401191,1000462,1,1,0,admin,
EN,1000,1001,110,021401192,1000463,1,1,0,admin,
EN,1000,1001,110,021401193,1000464,1,1,0,admin,
EN,1000,1001,110,021401194,1000465,1,1,0,admin,
EN,1000,1001,110,021401195,1000466,1,1,0,admin,
EN,1000,1001,110,021401196,1000467,1,1,0,admin,
EN,1000,1001,110,021401197,1000468,1,1,0,admin,
EN,1000,1001,110,021401198,1000469,1,1,0,admin,
EN,1000,1001,110,021401199,1000470,1,1,0,admin,
EN,1000,1001,110,021401200,1000471,1,1,0,admin,
EN,1000,1001,110,021401205,1000472,1,1,0,admin,
EN,1000,1001,110,021401206,1000473,1,1,0,admin,
EN,1000,1001,110,021401208,1000474,1,1,0,admin,
EN,1000,1001,110,021401210,1000475,1,1,0,admin,
EN,1000,1001,110,021401211,1000476,1,1,0,admin,
EN,1000,1001,110,021401213,1000477,1,1,0,admin,
EN,1000,1001,110,021401239,1000478,1,1,0,admin,
EN,1000,1001,110,021401242,1000479,1,1,0,admin,
EN,1000,1001,110,021401243,1000480,1,1,0,admin,
EN,1000,1001,110,021401244,1000481,1,1,0,admin,
EN,1000,1001,110,021401245,1000482,1,1,0,admin,
EN,1000,1001,110,021401246,1000483,1,1,0,admin,
EN,1000,1001,110,021401247,1000484,1,1,0,admin,
EN,1000,1001,110,021401248,1000485,1,1,0,admin,
EN,1000,1001,110,021401249,1000486,1,1,0,admin,
EN,1000,1001,110,021401250,1000487,1,1,0,admin,
EN,1000,1001,110,021401251,1000488,1,1,0,admin,
EN,1000,1001,110,021401252,1000489,1,1,0,admin,
EN,1000,1001,110,021401253,1000490,1,1,0,admin,
EN,1000,1001,110,021401256,1000491,1,1,0,admin,
EN,1000,1001,110,021541025,1000492,1,1,0,admin,
EN,1000,1001,110,021541026,1000493,1,1,0,admin,
EN,1000,1001,110,021541027,1000494,1,1,0,admin,
EN,1000,1001,110,021541028,1000495,1,1,0,admin,
EN,1000,1001,110,021541029,1000496,1,1,0,admin,
EN,1000,1001,110,021541030,1000497,1,1,0,admin,
EN,1000,1001,110,021701001,1000498,1,1,0,admin,
EN,1000,1001,110,021701002,1000499,1,1,0,admin,
EN,1000,1001,110,021701010,1000500,1,1,0,admin,
EN,1000,1001,110,021701011,1000501,1,1,0,admin,
EN,1000,1001,110,021701012,1000502,1,1,0,admin,
EN,1000,1001,110,023071037,1000503,1,1,0,admin,
EN,1000,1001,110,023071038,1000504,1,1,0,admin,
EN,1000,1001,110,023071039,1000505,1,1,0,admin,
EN,1000,1001,110,023071041,1000506,1,1,0,admin,
EN,1000,1001,110,024141002,1000507,1,1,0,admin,
EN,1000,1001,110,024141003,1000508,1,1,0,admin,
EN,1000,1001,110,026741003,1000509,1,1,0,admin,
EN,1000,1001,110,026741004,1000510,1,1,0,admin,
EN,1000,1001,110,026741007,1000511,1,1,0,admin,
EN,1000,1001,110,026741009,1000512,1,1,0,admin,
EN,1000,1001,110,026791077,1000513,1,1,0,admin,
EN,1000,1001,110,026791084,1000514,1,1,0,admin,
EN,1000,1001,110,026791085,1000515,1,1,0,admin,
EN,1000,1001,110,026791088,1000516,1,1,0,admin,
EN,1000,1001,110,026791089,1000517,1,1,0,admin,
EN,1000,1001,110,026791125,1000518,1,1,0,admin,
EN,1000,1001,110,026801179,1000519,1,1,0,admin,
EN,1000,1001,110,026801180,1000520,1,1,0,admin,
EN,1000,1001,110,026801182,1000521,1,1,0,admin,
EN,1000,1001,110,026801183,1000522,1,1,0,admin,
EN,1000,1001,110,026801184,1000523,1,1,0,admin,
EN,1000,1001,110,026801185,1000524,1,1,0,admin,
EN,1000,1001,110,026801186,1000525,1,1,0,admin,
EN,1000,1001,110,026801187,1000526,1,1,0,admin,
EN,1000,1001,110,026801188,1000527,1,1,0,admin,
EN,1000,1001,110,026801189,1000528,1,1,0,admin,
EN,1000,1001,110,026801190,1000529,1,1,0,admin,
EN,1000,1001,110,026801191,1000530,1,1,0,admin,
EN,1000,1001,110,026801192,1000531,1,1,0,admin,
EN,1000,1001,110,026801193,1000532,1,1,0,admin,
EN,1000,1001,110,026801194,1000533,1,1,0,admin,
EN,1000,1001,110,026801195,1000534,1,1,0,admin,
EN,1000,1001,110,026801196,1000535,1,1,0,admin,
EN,1000,1001,110,026801197,1000536,1,1,0,admin,
EN,1000,1001,110,026801198,1000537,1,1,0,admin,
EN,1000,1001,110,026801199,1000538,1,1,0,admin,
EN,1000,1001,110,026801200,1000539,1,1,0,admin,
EN,1000,1001,110,026801201,1000540,1,1,0,admin,
EN,1000,1001,110,026801202,1000541,1,1,0,admin,
EN,1000,1001,110,026801203,1000542,1,1,0,admin,
EN,1000,1001,110,026801204,1000543,1,1,0,admin,
EN,1000,1001,110,026801211,1000544,1,1,0,admin,
EN,1000,1001,110,026801212,1000545,1,1,0,admin,
EN,1000,1001,110,026801214,1000546,1,1,0,admin,
EN,1000,1001,110,026801215,1000547,1,1,0,admin,
EN,1000,1001,110,026801216,1000548,1,1,0,admin,
EN,1000,1001,110,026801217,1000549,1,1,0,admin,
EN,1000,1001,110,026801218,1000550,1,1,0,admin,
EN,1000,1001,110,026801232,1000551,1,1,0,admin,
EN,1000,1001,110,026801236,1000552,1,1,0,admin,
EN,1000,1001,110,026801237,1000553,1,1,0,admin,
EN,1000,1001,110,026831083,1000554,1,1,0,admin,
EN,1000,1001,110,026841025,1000555,1,1,0,admin,
EN,1000,1001,110,026841026,1000556,1,1,0,admin,
EN,1000,1001,110,026851025,1000557,1,1,0,admin,
EN,1000,1001,110,026851028,1000558,1,1,0,admin,
EN,1000,1001,110,026851205,1000559,1,1,0,admin,
EN,1000,1001,110,026941032,1000560,1,1,0,admin,
EN,1000,1001,110,026981017,1000561,1,1,0,admin,
EN,1000,1001,110,026981018,1000562,1,1,0,admin,
EN,1000,1001,110,026981019,1000563,1,1,0,admin,
EN,1000,1001,110,026981020,1000564,1,1,0,admin,
EN,1000,1001,110,026981021,1000565,1,1,0,admin,
EN,1000,1001,110,026981024,1000566,1,1,0,admin,
EN,1000,1001,110,026981025,1000567,1,1,0,admin,
EN,1000,1001,110,026981035,1000568,1,1,0,admin,
EN,1000,1001,110,026981036,1000569,1,1,0,admin,
EN,1000,1001,110,027651207,1000570,1,1,0,admin,
EN,1000,1001,110,027651208,1000571,1,1,0,admin,
EN,1000,1001,110,027651229,1000572,1,1,0,admin,
EN,1000,1001,110,027761001,1000573,1,1,0,admin,
EN,1000,1001,110,027761002,1000574,1,1,0,admin,
EN,1000,1001,110,027761003,1000575,1,1,0,admin,
EN,1000,1001,110,027761004,1000576,1,1,0,admin,
EN,1000,1001,110,027761005,1000577,1,1,0,admin,
EN,1000,1001,110,027771001,1000578,1,1,0,admin,
EN,1000,1001,110,027771002,1000579,1,1,0,admin,
EN,1000,1001,110,027771003,1000580,1,1,0,admin,
EN,1000,1001,110,027991028,1000581,1,1,0,admin,
EN,1000,1001,110,028201025,1000582,1,1,0,admin,
EN,1000,1001,110,028201026,1000583,1,1,0,admin,
EN,1000,1001,110,0057510442,1000584,1,1,0,admin,
EN,1000,1001,110,0057510479,1000585,1,1,0,admin,
EN,1000,1001,110,0057510594,1000586,1,1,0,admin,
EN,1000,1001,110,0057511507,1000587,1,1,0,admin,
EN,1000,1001,110,0057511732,1000588,1,1,0,admin,
EN,1000,1001,110,0057512441,1000589,1,1,0,admin,
EN,1000,1001,110,0057512442,1000590,1,1,0,admin,
EN,1000,1001,110,0057512443,1000591,1,1,0,admin,
EN,1000,1001,110,0057512444,1000592,1,1,0,admin,
EN,1000,1001,110,0057512445,1000593,1,1,0,admin,
EN,1000,1001,110,0057512545,1000594,1,1,0,admin,
EN,1000,1001,110,0057512546,1000595,1,1,0,admin,
EN,1000,1001,110,0057512547,1000596,1,1,0,admin,
EN,1000,1001,110,0057512548,1000597,1,1,0,admin,
EN,1000,1001,110,0057512556,1000598,1,1,0,admin,
EN,1000,1001,110,0057512557,1000599,1,1,0,admin,
EN,1000,1001,110,0057512558,1000600,1,1,0,admin,
EN,1000,1001,110,0057512559,1000601,1,1,0,admin,
EN,1000,1001,110,0057512560,1000602,1,1,0,admin,
EN,1000,1001,110,0057512561,1000603,1,1,0,admin,
EN,1000,1001,110,0057512562,1000604,1,1,0,admin,
EN,1000,1001,110,0057512563,1000605,1,1,0,admin,
EN,1000,1001,110,0057512564,1000606,1,1,0,admin,
EN,1000,1001,110,0057512565,1000607,1,1,0,admin,
EN,1000,1001,110,0057512566,1000608,1,1,0,admin,
EN,1000,1001,110,0057512584,1000609,1,1,0,admin,
EN,1000,1001,110,0057512586,1000610,1,1,0,admin,
EN,1000,1001,110,0057512593,1000611,1,1,0,admin,
EN,1000,1001,110,0057512594,1000612,1,1,0,admin,
EN,1000,1001,110,0057512595,1000613,1,1,0,admin,
EN,1000,1001,110,0057512596,1000614,1,1,0,admin,
EN,1000,1001,110,0057512597,1000615,1,1,0,admin,
EN,1000,1001,110,0057512598,1000616,1,1,0,admin,
EN,1000,1001,110,0057512680,1000617,1,1,0,admin,
EN,1000,1001,110,0057512681,1000618,1,1,0,admin,
EN,1000,1001,110,0057512682,1000619,1,1,0,admin,
EN,1000,1001,110,0057512683,1000620,1,1,0,admin,
EN,1000,1001,110,0057512684,1000621,1,1,0,admin,
EN,1000,1001,110,0057512685,1000622,1,1,0,admin,
EN,1000,1001,110,0057512686,1000623,1,1,0,admin,
EN,1000,1001,110,0057512687,1000624,1,1,0,admin,
EN,1000,1001,110,0057512688,1000625,1,1,0,admin,
EN,1000,1001,110,0057512689,1000626,1,1,0,admin,
EN,1000,1001,110,0057512690,1000627,1,1,0,admin,
EN,1000,1001,110,0057512691,1000628,1,1,0,admin,
EN,1000,1001,110,0057512692,1000629,1,1,0,admin,
EN,1000,1001,110,0057512693,1000630,1,1,0,admin,
EN,1000,1001,110,0057512695,1000631,1,1,0,admin,
EN,1000,1001,110,0057512696,1000632,1,1,0,admin,
EN,1000,1001,110,0057512697,1000633,1,1,0,admin,
EN,1000,1001,110,0057512698,1000634,1,1,0,admin,
EN,1000,1001,110,0057512700,1000635,1,1,0,admin,
EN,1000,1001,110,0057512714,1000636,1,1,0,admin,
EN,1000,1001,110,0057512715,1000637,1,1,0,admin,
EN,1000,1001,110,0057512716,1000638,1,1,0,admin,
EN,1000,1001,110,0057512739,1000639,1,1,0,admin,
EN,1000,1001,110,0057512740,1000640,1,1,0,admin,
EN,1000,1001,110,0057512741,1000641,1,1,0,admin,
EN,1000,1001,110,0057512743,1000642,1,1,0,admin,
EN,1000,1001,110,0057512744,1000643,1,1,0,admin,
EN,1000,1001,110,0057512745,1000644,1,1,0,admin,
EN,1000,1001,110,0057512752,1000645,1,1,0,admin,
EN,1000,1001,110,0057512853,1000646,1,1,0,admin,
EN,1000,1001,110,0057512854,1000647,1,1,0,admin,
EN,1000,1001,110,0057513431,1000648,1,1,0,admin,
EN,1000,1001,110,0057513433,1000649,1,1,0,admin,
EN,1000,1001,110,0057513434,1000650,1,1,0,admin,
EN,1000,1001,110,0057513435,1000651,1,1,0,admin,
EN,1000,1001,110,0057513436,1000652,1,1,0,admin,
EN,1000,1001,110,0057513437,1000653,1,1,0,admin,
EN,1000,1001,110,0057513438,1000654,1,1,0,admin,
EN,1000,1001,110,0057513439,1000655,1,1,0,admin,
EN,1000,1001,110,0057513440,1000656,1,1,0,admin,
EN,1000,1001,110,0057513441,1000657,1,1,0,admin,
EN,1000,1001,110,0057513442,1000658,1,1,0,admin,
EN,1000,1001,110,0057513443,1000659,1,1,0,admin,
EN,1000,1001,110,0057513444,1000660,1,1,0,admin,
EN,1000,1001,110,0057513452,1000661,1,1,0,admin,
EN,1000,1001,110,0057513460,1000662,1,1,0,admin,
EN,1000,1001,110,0057513461,1000663,1,1,0,admin,
EN,1000,1001,110,0057513490,1000664,1,1,0,admin,
EN,1000,1001,110,0057513578,1000665,1,1,0,admin,
EN,1000,1001,110,0057513652,1000666,1,1,0,admin,
EN,1000,1001,110,0057515129,1000667,1,1,0,admin,
EN,1000,1001,110,0203010187,1000668,1,1,0,admin,
EN,1000,1001,110,0203010188,1000669,1,1,0,admin,
EN,1000,1001,110,0203010194,1000670,1,1,0,admin,
EN,1000,1001,110,0203010291,1000671,1,1,0,admin,
EN,1000,1001,110,0203010292,1000672,1,1,0,admin,
EN,1000,1001,110,0203010293,1000673,1,1,0,admin,
EN,1000,1001,110,0203010294,1000674,1,1,0,admin,
EN,1000,1001,110,0203011177,1000675,1,1,0,admin,
EN,1000,1001,110,0203011229,1000676,1,1,0,admin,
EN,1000,1001,110,0203011235,1000677,1,1,0,admin,
EN,1000,1001,110,0203011269,1000678,1,1,0,admin,
EN,1000,1001,110,0203011270,1000679,1,1,0,admin,
EN,1000,1001,110,0203011273,1000680,1,1,0,admin,
EN,1000,1001,110,0203011282,1000681,1,1,0,admin,
EN,1000,1001,110,0203011364,1000682,1,1,0,admin,
EN,1000,1001,110,0203011370,1000683,1,1,0,admin,
EN,1000,1001,110,0203011410,1000684,1,1,0,admin,
EN,1000,1001,110,0203011418,1000685,1,1,0,admin,
EN,1000,1001,110,0203011420,1000686,1,1,0,admin,
EN,1000,1001,110,0203011450,1000687,1,1,0,admin,
EN,1000,1001,110,0203011451,1000688,1,1,0,admin,
EN,1000,1001,110,0203011452,1000689,1,1,0,admin,
EN,1000,1001,110,0203011453,1000690,1,1,0,admin,
EN,1000,1001,110,0203011454,1000691,1,1,0,admin,
EN,1000,1001,110,0203011459,1000692,1,1,0,admin,
EN,1000,1001,110,0203011460,1000693,1,1,0,admin,
EN,1000,1001,110,0203011461,1000694,1,1,0,admin,
EN,1000,1001,110,0203011477,1000695,1,1,0,admin,
EN,1000,1001,110,0203011876,1000696,1,1,0,admin,
EN,1000,1001,110,0203011957,1000697,1,1,0,admin,
EN,1000,1001,110,0203011958,1000698,1,1,0,admin,
EN,1000,1001,110,0203011964,1000699,1,1,0,admin,
EN,1000,1001,110,0203011968,1000700,1,1,0,admin,
EN,1000,1001,110,0203011969,1000701,1,1,0,admin,
EN,1000,1001,110,0203011972,1000702,1,1,0,admin,
EN,1000,1001,110,0203012084,1000703,1,1,0,admin,
EN,1000,1001,110,0203012090,1000704,1,1,0,admin,
EN,1000,1001,110,0203012094,1000705,1,1,0,admin,
EN,1000,1001,110,0203012095,1000706,1,1,0,admin,
EN,1000,1001,110,0203012097,1000707,1,1,0,admin,
EN,1000,1001,110,0203012098,1000708,1,1,0,admin,
EN,1000,1001,110,0203012107,1000709,1,1,0,admin,
EN,1000,1001,110,0203012128,1000710,1,1,0,admin,
EN,1000,1001,110,0203012129,1000711,1,1,0,admin,
EN,1000,1001,110,0203012254,1000712,1,1,0,admin,
EN,1000,1001,110,0203012255,1000713,1,1,0,admin,
EN,1000,1001,110,0203012352,1000714,1,1,0,admin,
EN,1000,1001,110,0203012353,1000715,1,1,0,admin,
EN,1000,1001,110,0203012378,1000716,1,1,0,admin,
EN,1000,1001,110,0203012379,1000717,1,1,0,admin,
EN,1000,1001,110,0203012380,1000718,1,1,0,admin,
EN,1000,1001,110,0203012381,1000719,1,1,0,admin,
EN,1000,1001,110,0203012512,1000720,1,1,0,admin,
EN,1000,1001,110,0203012514,1000721,1,1,0,admin,
EN,1000,1001,110,0203012516,1000722,1,1,0,admin,
EN,1000,1001,110,0203012688,1000723,1,1,0,admin,
EN,1000,1001,110,0203012689,1000724,1,1,0,admin,
EN,1000,1001,110,0203012758,1000725,1,1,0,admin,
EN,1000,1001,110,0203012759,1000726,1,1,0,admin,
EN,1000,1001,110,0203012760,1000727,1,1,0,admin,
EN,1000,1001,110,0203013203,1000728,1,1,0,admin,
EN,1000,1001,110,0203013204,1000729,1,1,0,admin,
EN,1000,1001,110,0203013205,1000730,1,1,0,admin,
EN,1000,1001,110,0203013211,1000731,1,1,0,admin,
EN,1000,1001,110,0203013212,1000732,1,1,0,admin,
EN,1000,1001,110,0203013213,1000733,1,1,0,admin,
EN,1000,1001,110,0203013215,1000734,1,1,0,admin,
EN,1000,1001,110,0203013216,1000735,1,1,0,admin,
EN,1000,1001,110,0203013219,1000736,1,1,0,admin,
EN,1000,1001,110,0203013221,1000737,1,1,0,admin,
EN,1000,1001,110,0203013224,1000738,1,1,0,admin,
EN,1000,1001,110,0203013258,1000739,1,1,0,admin,
EN,1000,1001,110,0203013263,1000740,1,1,0,admin,
EN,1000,1001,110,0203013264,1000741,1,1,0,admin,
EN,1000,1001,110,0203013582,1000742,1,1,0,admin,
EN,1000,1001,110,0203013583,1000743,1,1,0,admin,
EN,1000,1001,110,0203013585,1000744,1,1,0,admin,
EN,1000,1001,110,0203013587,1000745,1,1,0,admin,
EN,1000,1001,110,0203013588,1000746,1,1,0,admin,
EN,1000,1001,110,0203013589,1000747,1,1,0,admin,
EN,1000,1001,110,0203013590,1000748,1,1,0,admin,
EN,1000,1001,110,0203013591,1000749,1,1,0,admin,
EN,1000,1001,110,0203013592,1000750,1,1,0,admin,
EN,1000,1001,110,0203013593,1000751,1,1,0,admin,
EN,1000,1001,110,0203013607,1000752,1,1,0,admin,
EN,1000,1001,110,0203013624,1000753,1,1,0,admin,
EN,1000,1001,110,0203013627,1000754,1,1,0,admin,
EN,1000,1001,110,0203013628,1000755,1,1,0,admin,
EN,1000,1001,110,0203013629,1000756,1,1,0,admin,
EN,1000,1001,110,20355000080,1000757,1,1,0,admin,
EN,1000,1001,110,21307000001,1000758,1,1,0,admin,
EN,1000,1001,110,21307000139,1000759,1,1,0,admin,
EN,1000,1001,110,21307000987,1000760,1,1,0,admin,
EN,1000,1001,110,21308192676,1000761,1,1,0,admin,
EN,1000,1001,110,21309997198,1000762,1,1,0,admin,
EN,1000,1001,110,21309997201,1000763,1,1,0,admin,
EN,1000,1001,110,21309997202,1000764,1,1,0,admin,
EN,1000,1001,110,21309997203,1000765,1,1,0,admin,
EN,1000,1001,110,0203011229-3,1000766,1,1,0,admin,
EN,1000,1001,110,020304796-2,1000767,1,1,0,admin,
EN,1000,1001,111,112111,1000001,1,1,0,admin,
EN,1000,1001,111,131779,1000002,1,1,0,admin,
EN,1000,1001,111,143475,1000003,1,1,0,admin,
EN,1000,1001,111,199381,1000004,1,1,0,admin,
EN,1000,1001,111,199384,1000005,1,1,0,admin,
EN,1000,1001,111,199399,1000006,1,1,0,admin,
EN,1000,1001,111,199400,1000007,1,1,0,admin,
EN,1000,1001,111,347313,1000008,1,1,0,admin,
EN,1000,1001,111,556746,1000009,1,1,0,admin,
EN,1000,1001,111,568899,1000010,1,1,0,admin,
EN,1000,1001,111,568915,1000011,1,1,0,admin,
EN,1000,1001,111,677502,1000012,1,1,0,admin,
EN,1000,1001,111,766188,1000013,1,1,0,admin,
EN,1000,1001,111,766196,1000014,1,1,0,admin,
EN,1000,1001,111,834754,1000015,1,1,0,admin,
EN,1000,1001,111,02301038,1000016,1,1,0,admin,
EN,1000,1001,111,005753649,1000017,1,1,0,admin,
EN,1000,1001,111,005755897,1000018,1,1,0,admin,
EN,1000,1001,111,005755898,1000019,1,1,0,admin,
EN,1000,1001,111,005756251,1000020,1,1,0,admin,
EN,1000,1001,111,005756288,1000021,1,1,0,admin,
EN,1000,1001,111,005758080,1000022,1,1,0,admin,
EN,1000,1001,111,005758082,1000023,1,1,0,admin,
EN,1000,1001,111,005758084,1000024,1,1,0,admin,
EN,1000,1001,111,005758086,1000025,1,1,0,admin,
EN,1000,1001,111,005758088,1000026,1,1,0,admin,
EN,1000,1001,111,005758090,1000027,1,1,0,admin,
EN,1000,1001,111,005758092,1000028,1,1,0,admin,
EN,1000,1001,111,005758094,1000029,1,1,0,admin,
EN,1000,1001,111,005758199,1000030,1,1,0,admin,
EN,1000,1001,111,005759681,1000031,1,1,0,admin,
EN,1000,1001,111,005759682,1000032,1,1,0,admin,
EN,1000,1001,111,005759683,1000033,1,1,0,admin,
EN,1000,1001,111,005759684,1000034,1,1,0,admin,
EN,1000,1001,111,005759685,1000035,1,1,0,admin,
EN,1000,1001,111,005759686,1000036,1,1,0,admin,
EN,1000,1001,111,005759687,1000037,1,1,0,admin,
EN,1000,1001,111,005759688,1000038,1,1,0,admin,
EN,1000,1001,111,005759691,1000039,1,1,0,admin,
EN,1000,1001,111,005759706,1000040,1,1,0,admin,
EN,1000,1001,111,005759707,1000041,1,1,0,admin,
EN,1000,1001,111,005759709,1000042,1,1,0,admin,
EN,1000,1001,111,005759710,1000043,1,1,0,admin,
EN,1000,1001,111,005759711,1000044,1,1,0,admin,
EN,1000,1001,111,005759724,1000045,1,1,0,admin,
EN,1000,1001,111,005759736,1000046,1,1,0,admin,
EN,1000,1001,111,9013930,1000047,1,1,0,admin,
EN,1000,1001,111,9013931,1000048,1,1,0,admin,
EN,1000,1001,111,9013932,1000049,1,1,0,admin,
EN,1000,1001,111,9013933,1000050,1,1,0,admin,
EN,1000,1001,111,9013934,1000051,1,1,0,admin,
EN,1000,1001,111,9013935,1000052,1,1,0,admin,
EN,1000,1001,111,9013937,1000053,1,1,0,admin,
EN,1000,1001,111,9014445,1000054,1,1,0,admin,
EN,1000,1001,111,9014447,1000055,1,1,0,admin,
EN,1000,1001,111,9014894,1000056,1,1,0,admin,
EN,1000,1001,111,9015122,1000057,1,1,0,admin,
EN,1000,1001,111,9015123,1000058,1,1,0,admin,
EN,1000,1001,111,9015125,1000059,1,1,0,admin,
EN,1000,1001,111,9015126,1000060,1,1,0,admin,
EN,1000,1001,111,9015127,1000061,1,1,0,admin,
EN,1000,1001,111,9015375,1000062,1,1,0,admin,
EN,1000,1001,111,9015378,1000063,1,1,0,admin,
EN,1000,1001,111,9015379,1000064,1,1,0,admin,
EN,1000,1001,111,9015380,1000065,1,1,0,admin,
EN,1000,1001,111,9015381,1000066,1,1,0,admin,
EN,1000,1001,111,9015402,1000067,1,1,0,admin,
EN,1000,1001,111,9015429,1000068,1,1,0,admin,
EN,1000,1001,111,9016388,1000069,1,1,0,admin,
EN,1000,1001,111,9016591,1000070,1,1,0,admin,
EN,1000,1001,111,9016592,1000071,1,1,0,admin,
EN,1000,1001,111,9016593,1000072,1,1,0,admin,
EN,1000,1001,111,9018489,1000073,1,1,0,admin,
EN,1000,1001,111,9019092,1000074,1,1,0,admin,
EN,1000,1001,111,9022571,1000075,1,1,0,admin,
EN,1000,1001,111,9022749,1000076,1,1,0,admin,
EN,1000,1001,111,9022775,1000077,1,1,0,admin,
EN,1000,1001,111,9022776,1000078,1,1,0,admin,
EN,1000,1001,111,9022957,1000079,1,1,0,admin,
EN,1000,1001,111,9022958,1000080,1,1,0,admin,
EN,1000,1001,111,9022959,1000081,1,1,0,admin,
EN,1000,1001,111,9024071,1000082,1,1,0,admin,
EN,1000,1001,111,9025117,1000083,1,1,0,admin,
EN,1000,1001,111,9025179,1000084,1,1,0,admin,
EN,1000,1001,111,9025180,1000085,1,1,0,admin,
EN,1000,1001,111,9025624,1000086,1,1,0,admin,
EN,1000,1001,111,9025821,1000087,1,1,0,admin,
EN,1000,1001,111,9025822,1000088,1,1,0,admin,
EN,1000,1001,111,9026306,1000089,1,1,0,admin,
EN,1000,1001,111,9027770,1000090,1,1,0,admin,
EN,1000,1001,111,9027771,1000091,1,1,0,admin,
EN,1000,1001,111,9027772,1000092,1,1,0,admin,
EN,1000,1001,111,9027773,1000093,1,1,0,admin,
EN,1000,1001,111,9028707,1000094,1,1,0,admin,
EN,1000,1001,111,9028708,1000095,1,1,0,admin,
EN,1000,1001,111,9028710,1000096,1,1,0,admin,
EN,1000,1001,111,9028711,1000097,1,1,0,admin,
EN,1000,1001,111,9028712,1000098,1,1,0,admin,
EN,1000,1001,111,9028713,1000099,1,1,0,admin,
EN,1000,1001,111,9028714,1000100,1,1,0,admin,
EN,1000,1001,111,9028715,1000101,1,1,0,admin,
EN,1000,1001,111,9028718,1000102,1,1,0,admin,
EN,1000,1001,111,9028720,1000103,1,1,0,admin,
EN,1000,1001,111,9028721,1000104,1,1,0,admin,
EN,1000,1001,111,9028723,1000105,1,1,0,admin,
EN,1000,1001,111,9028727,1000106,1,1,0,admin,
EN,1000,1001,111,009452467,1000107,1,1,0,admin,
EN,1000,1001,111,009452468,1000108,1,1,0,admin,
EN,1000,1001,111,009452469,1000109,1,1,0,admin,
EN,1000,1001,111,009452470,1000110,1,1,0,admin,
EN,1000,1001,111,009452471,1000111,1,1,0,admin,
EN,1000,1001,111,009452472,1000112,1,1,0,admin,
EN,1000,1001,111,009452473,1000113,1,1,0,admin,
EN,1000,1001,111,009452474,1000114,1,1,0,admin,
EN,1000,1001,111,009452475,1000115,1,1,0,admin,
EN,1000,1001,111,009452476,1000116,1,1,0,admin,
EN,1000,1001,111,010721034,1000117,1,1,0,admin,
EN,1000,1001,111,010901006,1000118,1,1,0,admin,
EN,1000,1001,111,010931022,1000119,1,1,0,admin,
EN,1000,1001,111,010931023,1000120,1,1,0,admin,
EN,1000,1001,111,010931024,1000121,1,1,0,admin,
EN,1000,1001,111,013061072,1000122,1,1,0,admin,
EN,1000,1001,111,013061074,1000123,1,1,0,admin,
EN,1000,1001,111,013061077,1000124,1,1,0,admin,
EN,1000,1001,111,013061078,1000125,1,1,0,admin,
EN,1000,1001,111,013061080,1000126,1,1,0,admin,
EN,1000,1001,111,013062097,1000127,1,1,0,admin,
EN,1000,1001,111,013062338,1000128,1,1,0,admin,
EN,1000,1001,111,013062439,1000129,1,1,0,admin,
EN,1000,1001,111,013062440,1000130,1,1,0,admin,
EN,1000,1001,111,013063539,1000131,1,1,0,admin,
EN,1000,1001,111,013063543,1000132,1,1,0,admin,
EN,1000,1001,111,013063865,1000133,1,1,0,admin,
EN,1000,1001,111,013063866,1000134,1,1,0,admin,
EN,1000,1001,111,013063867,1000135,1,1,0,admin,
EN,1000,1001,111,013063881,1000136,1,1,0,admin,
EN,1000,1001,111,013063882,1000137,1,1,0,admin,
EN,1000,1001,111,013063883,1000138,1,1,0,admin,
