LANG_ID,C_ID,PLANT_ID,WH_ID,ITM_CODE,PACK_BARCODE,ST_BIN,STCK_TYP_ID,SP_ST_IND_ID,BIN_CL_ID,TEXT,INV_QTY,INV_UOM,Isdeleted,IU_CTD_BY,IU_CTD_ON
Language ID,Company Code ID,Plant ID,Warehouse ID,Item code,Pack Barcode,Storage Bin ,Stock type ID,Special Stock Indicator ID,Bin Class ID,Description ,Inventory Quantity ,Inventory UOM,Deletion Indicator,Created By ,Created on
NVARCHAR(5),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),NVARCHAR(50),INTEGER,INTEGER,INTEGER,NVARCHAR(500),"DECIMAL(30,4)",NVARCHAR(50),INTEGER,NVARCHAR(50),TIMESTAMP
EN,1000,1001,110,0057514559,G180018992,GG1GD14C03,1,1,1,TEA BAG HOLDER 3LTR-BLU,30,EA,0,admin,
EN,1000,1001,110,0203010237,G180005156,GB1BQ03E03,1,1,1,GLASS GREEN 1GLASS-1QTY,66,EA,0,admin,
EN,1000,1001,110,0203010239,G180009307,GB1BQ02E02,1,1,1,GLASS PURPLE 1GLASS-1QTY,42,EA,0,admin,
EN,1000,1001,110,0203011618,G190030100,GG1GH14D03,1,1,1,DUST BRUSH WHITE&BEIGE,149,EA,0,admin,
EN,1000,1001,110,0203011625,G190030096,GG1GG14A03,1,1,1,DUSTER 69cm WHITE&BEIGE MIX COLOR,78,EA,0,admin,
EN,1000,1001,110,0203012553,G190036257,GB1BI20A01,1,1,1,S.STEEL CUTTING BOARD 24*15,71,EA,0,admin,
EN,1000,1001,110,0203012598,G190036278,GB1BI21B02,1,1,1,CUSHION 43x43cm BLACK,44,EA,0,admin,
EN,1000,1001,110,0203012600,G190035903,GG1GD18A03,1,1,1,CUSHION 43x43cm MAROON,52,EA,0,admin,
EN,1000,1001,110,020304992,G190026106,GG1GJ16B03,1,1,1,MICROFIBER TOWEL 40 X 48CM,43,EA,0,admin,
EN,1000,1001,110,020307535,G180003018,GB1BG25A02,1,1,1,4pc SPICE SET,96,EA,0,admin,
EN,1000,1001,110,020307633,G180002039,GB1BR01B01,1,1,1,BATH SQURE WITH HOLDER,26,EA,0,admin,
EN,1000,1001,110,020307830,G180003046,GG1GM16A09,1,1,1,FANCY MIRROR SQR,61,EA,0,admin,
EN,1000,1001,110,020308887,TV00196401,GB1BM22A03,1,1,1,6PC RND PLATE,61,EA,0,admin,
EN,1000,1001,110,020309215,G190032994,GB1BC12B02,1,1,1,POTATO EXPRESS,22,EA,0,admin,
EN,1000,1001,110,020309720,G180006579,GB1BG11C03,1,1,1,STRAINER,110,EA,0,admin,
EN,1000,1001,110,020309855,G180006483,GG1GH08B01,1,1,1,PLASTIC BUCKET SQR W/HANDLE 18L,223,EA,0,admin,
EN,1000,1001,110,020309919,G180020563,GB1BR01D02,1,1,1,RE USABLE BOTTLE CAPS,207,EA,0,admin,
EN,1000,1001,110,020309938,G180002568,GG1GO07A02,1,1,1,WHEELS FOE FLOWER STAND,7428,EA,0,admin,
EN,1000,1001,110,023251020,TV00203650,GB1BE17A01,1,1,1,S/ 6PC 220ML CUP &SAUCER,47,EA,0,admin,
EN,1000,1001,110,125416,TV00274639,GG1GM15A10,1,1,1,2pk 2X3/4 HINGES BRAZ,63,EA,0,admin,
EN,1000,1001,110,129650,TV00310799,GB1BO06A06,1,1,1,KNIFE BLADE HEAVY DUTY 5PK,370,EA,0,admin,
EN,1000,1001,110,129668,TV00223874,GB1BN21A06,1,1,1,BLADE DISPENSER 100pk,450,EA,0,admin,
EN,1000,1001,110,130579,G190031387,GG1GN02A04,1,1,1,NAT SAUCER 4-1/4 T.COTTA,1081,EA,0,admin,
EN,1000,1001,110,131261,TV00369900,GB1BO24A02,1,1,1,TOMATO/VEGETABLE FOOD 4.5LB,54,EA,0,admin,
EN,1000,1001,110,132241,TV00275073,GG1GN09A07,1,1,1,2pk 2X3/4 HINGES SATIN NICKLE,70,EA,0,admin,
EN,1000,1001,110,136911,TV00280181,GG1GB01E03,1,1,1,50X5/8 GARDEN HOSE COMERCL DUTY,40,EA,0,admin,
EN,1000,1001,110,138025,TV00274278,GB1BN21A13,1,1,1,3/8 NI INSET HINGE 10PK,88,EA,0,admin,
EN,1000,1001,110,138035,TV00176257,GG1GN01A15,1,1,1,BUNG CORD 1ROLL=90MTR,90,EA,0,admin,
EN,1000,1001,110,141388,TV00315930,GB1BK04C01,1,1,1,ELONG TOILET SEAT WHT,37,EA,0,admin,
EN,1000,1001,110,141393,G180020582,GB1BA07D01,1,1,1,PAD TOILET SEAT RND WHT,23,EA,0,admin,
EN,1000,1001,110,141398,G180020595,GB1BA07C01,1,1,1,ELONG WOOD TOILET SEAT WHT BRSHED NCKL,60,EA,0,admin,
EN,1000,1001,110,141922,TV00155127,GB1BM18D03,1,1,1,SCOTTS SNAP SPREADER,12,EA,0,admin,
EN,1000,1001,110,142379,TV00305777,GB1BC14E03,1,1,1,AIM FLAME UTILITY LIGHTER,84,EA,0,admin,
EN,1000,1001,110,142649,TV00147183,GB1BA19A02,1,1,1,20' TOASTER FO 4PK,3,EA,0,admin,
EN,1000,1001,110,142991,TV00304245,GG1GN11B02,1,1,1,COMPRESSION STRAIGHT STOP 1/2X3/8',17,EA,0,admin,
EN,1000,1001,110,148682,TV00261891,GB1BO11A06,1,1,1,DISHWASHING BO 7OZ,18,EA,0,admin,
EN,1000,1001,110,149455,G190031187,GB1BG17A02,1,1,1,MOKA SAUCER 9.26 T.COTTA,427,EA,0,admin,
EN,1000,1001,110,157004,TV00221357,GB1BE06B03,1,1,1,WALL MOUNT HOSE REEL 75,103,EA,0,admin,
EN,1000,1001,110,157398,TV00280707,GG1GN19C02,1,1,1,HOSE STAND 125 BLK,96,EA,0,admin,
EN,1000,1001,110,159788,TV00321426,GB1BO19A07,1,1,1,DOG EAR MITICI 3OZ,47,EA,0,admin,
EN,1000,1001,110,159842,TV00183493,GB1BO19A05,1,1,1,PAWS COLLAR 1' 18-26,69,EA,0,admin,
EN,1000,1001,110,159931,TV00214655,GG1GN09A07,1,1,1,CHOCOLATE REFL COLLAR 1' 18-26,51,EA,0,admin,
EN,1000,1001,110,163050,TV00281279,GB1BN17A03,1,1,1,COTTON DUST CLOTH 5PK,340,EA,0,admin,
EN,1000,1001,110,163060,TV00277521,GB1BK24B03,1,1,1,BRUSH PLUNGER CADDY,273,EA,0,admin,
EN,1000,1001,110,168229,TV00253650,GB1BR03A01,1,1,1,"2/0 TWIST LINK MACHINE CHAN ,BLU - KROME Pk(21mtr)",210,EA,0,admin,
EN,1000,1001,110,169135,TV00215093,GB1BN22A07,1,1,1,ALU STUD FITTING SNGL,91,EA,0,admin,
EN,1000,1001,110,169142,TV00214998,GG1GN14A09,1,1,1,D RING W/ BRACKET 1-1/2',116,EA,0,admin,
EN,1000,1001,110,171310,TV00366279,GB1BL03B01,1,1,1,PD  CAM ENAMEL 12OZ KHAKI,60,EA,0,admin,
EN,1000,1001,110,172738,TV00226881,GB1BL06A03,1,1,1,SPRINKLER HOSE 50,64,EA,0,admin,
EN,1000,1001,110,174088,TV00368015,GB1BG12C01,1,1,1,5pc DINING SET -NAPA,2,EA,0,admin,
EN,1000,1001,110,175614,TV00234543,GB1BO20A15,1,1,1,RECEIVER LOCK SS1/2 5/8,9,EA,0,admin,
EN,1000,1001,110,175739,TV00284788,GG1GN06A03,1,1,1,SPOTLIT COLLAR LIGHT RED,28,EA,0,admin,
EN,1000,1001,110,175992,G180017265,GG1GH17A09,1,1,1,SYMBOL SIGN & 2 BLK,40,EA,0,admin,
EN,1000,1001,110,177576,TV00273565,GB1BO20B03,1,1,1,NI BOW PULL 96MM 2PK,47,EA,0,admin,
EN,1000,1001,110,177790,TV00274972,GG1GQ23F01,1,1,1,SINGLE PRONG ROBE HOOK 2PK WHT,4,EA,0,admin,
EN,1000,1001,110,184306,TV00305826,GB1BL16D03,1,1,1,HOSE BUTLER 125,185,EA,0,admin,
EN,1000,1001,110,184312,TV00222187,GG1GN02D01,1,1,1,DECO WALL HOSE REEL 125,87,EA,0,admin,
EN,1000,1001,110,185087,G190006344,GB1BR02D02,1,1,1,RAYON MOP REFILL HEAD 18OZ,88,EA,0,admin,
EN,1000,1001,110,185123,TV00222561,GG1GM15B09,1,1,1,BATTERY OPERATED GLASS LANTERN RED,5,EA,0,admin,
EN,1000,1001,110,192422,TV00211996,GG1GH03A12,1,1,1,HD DCORTIVE SHELF BRACKET 7 BLK,16,EA,0,admin,
EN,1000,1001,110,192430,TV00213357,GG1GM11A07,1,1,1,TWIN SLOTED RODE BLK 39',48,EA,0,admin,
EN,1000,1001,110,192432,TV00369976,GB1BF25A03,1,1,1,TWIN SLOTED RODE BLK 63,53,EA,0,admin,
EN,1000,1001,110,192436,TV00212631,GB1BG05A01,1,1,1,TWIN SLOTED RODE WHT 48,103,EA,0,admin,
EN,1000,1001,110,194885,TV00314545,GB1BO20A09,1,1,1,S.STEEL CABLE 3/32T7000326 1ROLL=75MTR,450,EA,0,admin,
EN,1000,1001,110,198996,TV00211231,GG1GN14A13,1,1,1,FLEECE JER GLOVE LARGE BRN,76,EA,0,admin,
EN,1000,1001,110,199470,G180006127,GG1GD02D02,1,1,1,CUSHION DINING CHAIR -BELLEVUE,7,EA,0,admin,
EN,1000,1001,110,199527,TV00368204,GG1GL19A01,1,1,1,CONCORD GLASS TABLE 58X40- FOUR SEASON,35,EA,0,admin,
EN,1000,1001,110,2000394,TV00254157,GB1BN05A14,1,1,1,1/8PLASTIC COATED CABLE (1 Roll=75mtr),825,EA,0,admin,
EN,1000,1001,110,202145,TV00352821,GB1BO23C02,1,1,1,STANDARD POT/SAUCER 5.5 GRN,46,EA,0,admin,
EN,1000,1001,110,202163,TV00354453,GB1BP09B02,1,1,1,FLARED CONE POT/SAUCER 6 -TULIP,34,EA,0,admin,
EN,1000,1001,110,202768,G180020594,GB1BA07A02,1,1,1,ELONG WOOD TOILET SEAT WHT CHRM HINGE,73,EA,0,admin,
EN,1000,1001,110,202770,G180020591,GB1BB04B03,1,1,1,ELONG WOOD TOILET SEAT RED CHRM HINGE,43,EA,0,admin,
EN,1000,1001,110,202775,G180020596,GB1BA07C01,1,1,1,WOOD TOILET SEAT RND BLK CHRM HINGE,38,EA,0,admin,
EN,1000,1001,110,203266,TV00248557,GB1BO18B01,1,1,1,PRO QC WASHER 3PK,43,EA,0,admin,
EN,1000,1001,110,205750,TV00257862,GB1BS09B01,1,1,1,SPRAY PAINT OIL SATIN SURF 12oz,78,EA,0,admin,
EN,1000,1001,110,208405,G190024863,GB1BR05C03,1,1,1,LG WD KNOCK DRY RACK,68,EA,0,admin,
EN,1000,1001,110,208424,G190025039,GB1BR05B01,1,1,1,PLAS HANGER 15PK BLK,26,EA,0,admin,
EN,1000,1001,110,21300375535,TV00231475,GB1BN21A11,1,1,1,RATCHET WRENCH 13/16',93,EA,0,admin,
EN,1000,1001,110,21300414938,G180014975,GB1BC04E03,1,1,1,SHELF BRACKET HD 8 WHT,72,EA,0,admin,
EN,1000,1001,110,21300577676,TV00272689,GG1GQ23F01,1,1,1,FILE TAPER 6' W/RUBB GRP HDL,25,EA,0,admin,
EN,1000,1001,110,21300713628,TV00232384,GG1GN08A03,1,1,1,COR DOOR HINGE RAD 3.5X3.5 SATN NICKL,62,EA,0,admin,
EN,1000,1001,110,21300822288,TV00204513,GG1GG04A02,1,1,1,RUBBER LEG TIP 1.1/4 WHT,1714,EA,0,admin,
EN,1000,1001,110,21300939645,TV00178132,GG1GQ28B01,1,1,1,HD HAND RAIL BRACKET ANT BRASS,77,EA,0,admin,
EN,1000,1001,110,21300989319,TV00184387,GB1BO20C03,1,1,1,HACK SAW 12 HIGH TENSION,80,EA,0,admin,
EN,1000,1001,110,21301099019,TV00257982,GG1GQ27A01,1,1,1,7PC FLXBLE METRIC RATCT WRENCH SET,57,EA,0,admin,
EN,1000,1001,110,21301184043,TV00208819,GB1BO06A06,1,1,1,SNAP OFF KNIFE 18MM,7135,EA,0,admin,
EN,1000,1001,110,21301246834,TV00307487,GB1BN14A02,1,1,1,ARTISH BRUSH,3742,EA,0,admin,
EN,1000,1001,110,21301354240,TV00230450,GG1GQ24D01,1,1,1,GROUT REMOVER BLADE,33,EA,0,admin,
EN,1000,1001,110,21301842038,TV00264644,GB1BO14A15,1,1,1,PLIER GROOVE JOINT 12',41,EA,0,admin,
EN,1000,1001,110,21302088599,TV00306928,GG1GQ28B01,1,1,1,MINICRAFT NAIL PUNCH 4PC SET,52,EA,0,admin,
EN,1000,1001,110,21302517000,TV00233234,GB1BH14D03,1,1,1,HOSE RELL METAL CART 150FT,18,EA,0,admin,
EN,1000,1001,110,21303417318,TV00177814,GG1GQ23F01,1,1,1,3-1/2' FIXED SAFETY HASP,18,EA,0,admin,
EN,1000,1001,110,21303560539,TV00183192,GB1BO12A03,1,1,1,TRACK SYSTEM J-HOOK,44,EA,0,admin,
EN,1000,1001,110,21304026324,TV00225927,GG1GH03C07,1,1,1,COAT & HAT HOOK CHROME FINISH,329,EA,0,admin,
EN,1000,1001,110,21304028551,TV00183339,GB1BO15A05,1,1,1,COAT & HAT HOOK WHT FINISH,190,EA,0,admin,
EN,1000,1001,110,21304499190,TV00232569,GG1GQ23F01,1,1,1,BALL PEIN HAMMER WOOD 16OZ,81,EA,0,admin,
EN,1000,1001,110,21305570502,TV00307520,GB1BO06B02,1,1,1,NAIL CLIPPER W/KEYCHAIN,371,EA,0,admin,
EN,1000,1001,110,21305718051,TV00230572,GB1BN08A11,1,1,1,RUBBER LUG TIP 1/2 BLK,94,EA,0,admin,
EN,1000,1001,110,21306006043,TV00264442,GG1GM08A08,1,1,1,QUICK CONECTOR 3/4 BRASS,313,EA,0,admin,
EN,1000,1001,110,21306006084,TV00177613,GB1BQ02B02,1,1,1,2PC NOZZLE SET,278,EA,0,admin,
EN,1000,1001,110,21306089726,TV00192168,GG1GM08B01,1,1,1,RETRACT UTILITY KNIFE 6-3/4,227,EA,0,admin,
EN,1000,1001,110,21306120422,TV00178133,GB1BN07A03,1,1,1,UTILITY HINGE 1-1/2X1-3/8,13,EA,0,admin,
EN,1000,1001,110,21306218135,TV00229766,GB1BN11B06,1,1,1,DUMMY LEVER POL L6 RH VP BRAZ,36,EA,0,admin,
EN,1000,1001,110,21306771323,TV00232878,GG1GQ23F01,1,1,1,DBL PRONG ROBE HOOK VEN BRNZ,9,EA,0,admin,
EN,1000,1001,110,21306824601,TV00192632,GB1BH18A01,1,1,1,STORAGE ORGANIZER 24 6 CUBE ESPRESSO,56,EA,0,admin,
EN,1000,1001,110,21306910434,TV00317532,GG1GM18A11,1,1,1,4' HD T-HINGE ZINC,90,EA,0,admin,
EN,1000,1001,110,21306938138,TV00229753,GB1BQ09E01,1,1,1,SUMMY KNOB TULIP TUB ANT BRAZ,77,EA,0,admin,
EN,1000,1001,110,21306977326,TV00211943,GG1GN13A13,1,1,1,KICK PLATE BRUSHED 8X34,83,EA,0,admin,
EN,1000,1001,110,21307000359,TV00198469,GG1GN16A05,1,1,1,METAL PRODUCT ADAPTER,12,EA,0,admin,
EN,1000,1001,110,21307001032,TV00264002,GB1BO13B03,1,1,1,SPONGE AND SANDING DUST HUGGER,207,EA,0,admin,
EN,1000,1001,110,21307001063,TV00266607,GG1GN14B06,1,1,1,DRYWALL SHEETS 4-3/16X11 5PK,103,EA,0,admin,
EN,1000,1001,110,21307001147,TV00266875,GG1GQ27A01,1,1,1,PAINTERS TAPE 1.41X60YAD 1EACH-QTY,76,EA,0,admin,
EN,1000,1001,110,21307001215,TV00266693,GB1BO06A05,1,1,1,LAMINATED STL SURE GRIP PADLOCK W/ WTHR RESTNT,7,EA,0,admin,
EN,1000,1001,110,21307001303,TV00290832,GB1BJ25C02,1,1,1,OUTDOOR COOLER 32QT KHAKI,1,EA,0,admin,
EN,1000,1001,110,21307253016,G180008320,GB1BR06A03,1,1,1,FORGED PLANT HOOK 5-3/4,5,EA,0,admin,
EN,1000,1001,110,21307298409,TV00191354,GG1GQ23F01,1,1,1,SWEEPER BRASS NOZZLE,253,EA,0,admin,
EN,1000,1001,110,21307382799,TV00267014,GG1GN06A08,1,1,1,PLASTIC HOSE MENDER 1/2,182,EA,0,admin,
EN,1000,1001,110,21307430457,TV00205450,GG1GH06B02,1,1,1,METAL HOSE SHUT OFF 3/4,225,EA,0,admin,
EN,1000,1001,110,21307814585,TV00202234,GB1BO15B03,1,1,1,PATIO UMBRELLA VINAYL COVER,88,EA,0,admin,
EN,1000,1001,110,21307854235,TV00232971,GB1BN08A11,1,1,1,4' DOOR KNOCKER PO BRASS,78,EA,0,admin,
EN,1000,1001,110,21308172728,TV00192027,GG1GM03A09,1,1,1,IMPULSE SPRINKLER W/METAL SPIKE,253,EA,0,admin,
EN,1000,1001,110,21308282691,TV00208678,GB1BN08A11,1,1,1,COAT & HAT HOOK ORB,307,EA,0,admin,
EN,1000,1001,110,21308295206,TV00177820,GG1GQ23F01,1,1,1,3' RIGID DOOR STOP POL CHROME,70,EA,0,admin,
EN,1000,1001,110,21308428807,TV00230298,GB1BL11D02,1,1,1,PUSH BROOM W/BRACE 24' SMOOTH,147,EA,0,admin,
EN,1000,1001,110,21308747651,TV00191517,GB1BC09E03,1,1,1,FLOOR SQUEEGE 24' BRACED,192,EA,0,admin,
EN,1000,1001,110,21308952038,TV00246447,GB1BH08D03,1,1,1,HOSE REEL CART 250FT CAPACITY,57,EA,0,admin,
EN,1000,1001,110,21309105396,TV00182679,GG1GA02D02,1,1,1,OSCILLATINGS PLASTIC SRINKLER,347,EA,0,admin,
EN,1000,1001,110,21309959305,TV00204363,GB1BF20A01,1,1,1,RUBBER LEG TIP 3/4 4PK BLK,684,EA,0,admin,
EN,1000,1001,110,217961,G180020197,GB1BG05A03,1,1,1,CHARCOAL GRILL 18 RED-KAMADO JOE,16,EA,0,admin,
EN,1000,1001,110,249961,TV00158855,GB1BK03B01,1,1,1,OIL QUAKER 5W30 QT,23,EA,0,admin,
EN,1000,1001,110,250217,TV00270265,GB1BO19B01,1,1,1,FRONT MOUNT HAMERCRAFT PUL,69,EA,0,admin,
EN,1000,1001,110,267559,TV00273780,GB1BN09B02,1,1,1,4 SAT NI PULL W/1 SCREW,65,EA,0,admin,
EN,1000,1001,110,272351,TV00211993,GB1BN21A10,1,1,1,SHELF BRACKET 8 ANOCROME,201,EA,0,admin,
EN,1000,1001,110,276196,TV00274661,GG1GM13B11,1,1,1,SELF-CLOSING OVERLAY HINGES 2X3/4,70,EA,0,admin,
EN,1000,1001,110,286740,TV00277520,GG1GM05B01,1,1,1,AUTOMATIC SPONGE MOP REFILL,212,EA,0,admin,
EN,1000,1001,110,292813,TV00212257,GB1BO13A11,1,1,1,SHELF BRACKET 10 BLACK,141,EA,0,admin,
EN,1000,1001,110,297454,TV00242885,GG1GQ28D01,1,1,1,18x3/4VELCRO TAPE WHITE,98,EA,0,admin,
EN,1000,1001,110,334513,TV00222538,GG1GQ18F01,1,1,1,RECEIVER & COLLAR,23,EA,0,admin,
EN,1000,1001,110,366895,TV00217854,GB1BG23C03,1,1,1,4' NATURL BAMBOO STAKE 25pk,838,EA,0,admin,
EN,1000,1001,110,383163,TV00272645,GB1BO12A14,1,1,1,WEAVE PATTERN ROUND KNOB 1-1/2,73,EA,0,admin,
EN,1000,1001,110,462856,TV00273784,GB1BO15A11,1,1,1,ROUND KNOB 1-1/4,75,EA,0,admin,
EN,1000,1001,110,471766,TV00301022,GB1BO11A06,1,1,1,FLEXIBLE MAGNETIC TAPE 1/2X30,204,EA,0,admin,
EN,1000,1001,110,483404,TV00344982,GG1GA04B02,1,1,1,#2040 ROLLER CHAIN 10,16,EA,0,admin,
EN,1000,1001,110,484196,TV00212622,GB1BI06A03,1,1,1,SHELF WHITE 12x48,45,EA,0,admin,
EN,1000,1001,110,490144,G180022429,GB1BO13A11,1,1,1,SHELF BRACKET 8 WHITE,220,EA,0,admin,
EN,1000,1001,110,490854,G180022288,GB1BO18A15,1,1,1,SHELF BRACKET 10 WHITE,212,EA,0,admin,
EN,1000,1001,110,528646,TV00281559,GB1BJ24D02,1,1,1,ANGEL CUT KITCHEN BROOM,58,EA,0,admin,
EN,1000,1001,110,532935,TV00155274,GB1BL21A01,1,1,1,AP SHAKE 1.5LB,72,EA,0,admin,
EN,1000,1001,110,535114,TV00348571,GB1BJ20A02,1,1,1,AZALEA POT 8 T.COTTA,258,EA,0,admin,
EN,1000,1001,110,549482,TV00219437,GB1BO09B05,1,1,1,15' LG Dog Tie Out,50,EA,0,admin,
EN,1000,1001,110,549546,TV00219444,GB1BO15A09,1,1,1,20 LG Dog Tieout,63,EA,0,admin,
EN,1000,1001,110,566002,TV00281212,GG1GM16A06,1,1,1,REFRIGERATOR COIL BRUSH 27-3/4,169,EA,0,admin,
EN,1000,1001,110,566085,G190006151,GB1BL20A02,1,1,1,POLY DECK SCRUB 9,235,EA,0,admin,
EN,1000,1001,110,566123,G180018285,GG1GN07A03,1,1,1,PRO DECK SCRUB BRUSH,259,EA,0,admin,
EN,1000,1001,110,566135,TV00277161,GB1BO19A09,1,1,1,PALYMR ROUGH SCRUB BRUSH,166,EA,0,admin,
EN,1000,1001,110,566473,TV00277534,GB1BD17C03,1,1,1,LOBBY CORN BROOM,168,EA,0,admin,
EN,1000,1001,110,603532,TV00275054,GG1GM15A13,1,1,1,3 BRAZ SPOON FOOT PULL,71,EA,0,admin,
EN,1000,1001,110,611465,TV00239797,GB1BN09B01,1,1,1,BUNG CORD 1ROLL=90MTR,1530,EA,0,admin,
EN,1000,1001,110,622449,TV00243468,GB1BA07D02,1,1,1,BURSHEL UTILITY BASKET,4,EA,0,admin,
EN,1000,1001,110,637373,TV00181404,GG1GQ29C01,1,1,1,Fireplace Log Tote,11,EA,0,admin,
EN,1000,1001,110,649507,TV00275125,GB1BR11C03,1,1,1,COMMAND HOOK 6pk MEDIUM,157,EA,0,admin,
EN,1000,1001,110,658666,TV00361606,GB1BN08A12,1,1,1,SAW TOOTH PICTURE HANGER,154,EA,0,admin,
EN,1000,1001,110,674432,TV00253309,GB1BO20A11,1,1,1,PASS CHAIN 2/0 BLU (1 Roll=15mtr),195,EA,0,admin,
EN,1000,1001,110,683385,TV00303190,GG1GM12A12,1,1,1,14PK PEE PEE PADS,87,EA,0,admin,
EN,1000,1001,110,693005,TV00366368,GB1BD03B03,1,1,1,FURNITURE POLISH WOOD SCENT 12.5OZ,59,EA,0,admin,
EN,1000,1001,110,710817,TV00242174,GG1GN19A14,1,1,1,SHORT CUTS PAINT PEN OCEAN BLU,50,EA,0,admin,
EN,1000,1001,110,753343,TV00162304,GG1GQ23F01,1,1,1,?á3-1/4x10 Plas Wall Cap,3,EA,0,admin,
EN,1000,1001,110,758433,TV00369977,GB1BF17D02,1,1,1,STD1A ST3-3' STURDY STAKES (5/16' DIA),2487,EA,0,admin,
EN,1000,1001,110,758441,TV00188085,GG1GM03A09,1,1,1,STD1A ST4-4' STURDY STAKES (5/16' DIA),2356,EA,0,admin,
EN,1000,1001,110,758458,TV00217730,GB1BJ17B01,1,1,1,5HD STURDY STAKES (7/16 DIA),3587,EA,0,admin,
EN,1000,1001,110,815185,TV00367850,GB1BE05D02,1,1,1,BAGGO BAG TOSS GAME,28,EA,0,admin,
EN,1000,1001,110,821577,TV00277481,GB1BO09A01,1,1,1,SPONGE REFILL- HOME PRO,136,EA,0,admin,
EN,1000,1001,110,821662,TV00277736,GB1BB13F02,1,1,1,BOWL BRUSH- HOMEPRO,199,EA,0,admin,
EN,1000,1001,110,889025,TV00212152,GB1BN09A01,1,1,1,SCREWDRIVER MAGNETIZER /DEMAGNETIZER MAGNET,153,EA,0,admin,
EN,1000,1001,110,893958,TV00362634,GG1GN15A11,1,1,1,PICTURE HANGER 20LB 8PK WHT,99,EA,0,admin,
EN,1000,1001,110,9015593,TV00253075,GB1BN15A12,1,1,1,T7615402 5/8 BOLT SNAP-80LB,46,EA,0,admin,
EN,1000,1001,110,9017756,TV00304666,GB1BH13C03,1,1,1,LARGE PLATTER DISPLAY,486,EA,0,admin,
EN,1000,1001,110,9020074,TV00226599,GB1BO18B01,1,1,1,SPRINKLER KIT W/HOSE,9,EA,0,admin,
EN,1000,1001,110,9021004,TV00189267,GG1GM13B03,1,1,1,PLASTIC VACFORMED DISPLAY TRAY FOR TAPE CLEAR,622,EA,0,admin,
EN,1000,1001,110,9021805,TV00259762,GG1GJ18D03,1,1,1,WOOLITE DRY CLEANER'S SECREAT 6CT,268,EA,0,admin,
EN,1000,1001,110,9022788,TV00236672,GB1BF19D01,1,1,1,STACKABLE STOR KEEPER 80OZ DISP,32,EA,0,admin,
EN,1000,1001,110,9022946,TV00277609,GG1GN05A11,1,1,1,MAGIC ERASER ROLLER MOP - REFILL,55,EA,0,admin,
EN,1000,1001,110,9024005,G180007147,GG1GD08B01,1,1,1,LANTERN METAL 20X41CM BLK,104,EA,0,admin,
EN,1000,1001,110,9026706,G190036734,GG1GG13C02,1,1,1,SERVING TRAY PP 38cm DESIGN 1,20,EA,0,admin,
EN,1000,1001,110,9026707,G190036778,GG1GG09D02,1,1,1,SERVING TRAY PP 38cm DESIGN 2,20,EA,0,admin,
EN,1000,1001,110,9026708,G190036646,GG1GI18C01,1,1,1,SERVING TRAY PP 38cm DESIGN 3,20,EA,0,admin,
EN,1000,1001,110,003191366,G200003578,GG1GC07B02,1,1,1,TRUE VALUE RELAX PILLOW QUEEN,1500,EA,0,admin,
EN,1000,1001,110,003192850,G190012304,GG1GM01D01,1,1,1,SOFA COVER ONE SEATER ASSORTED,116,EA,0,admin,
EN,1000,1001,110,003193457,G180013343,GB1BD07B03,1,1,1,DINNERWARE STORAGE 5PCS -GREY,430,EA,0,admin,
EN,1000,1001,110,003194522,G190012295,GG1GF02D03,1,1,1,FASHION FOLDING SEAT ROUND,41,EA,0,admin,
EN,1000,1001,110,003194619,G190033112,GG1GF20D01,1,1,1,TRUE VALUE CUSHION FILLING,600,EA,0,admin,
EN,1000,1001,110,003194792,G200000851,GB1BD17A01,1,1,1,CANNON PLN COTTON TOWEL SET 4PC 33*33 ASSORTED,976,EA,0,admin,
EN,1000,1001,110,003195001,G180013346,GG1GK03B01,1,1,1,DINNERWARE STORAGE 5PCS -GOLD,222,EA,0,admin,
EN,1000,1001,110,003195002,G180013342,GG1GG05D01,1,1,1,DINNER WARE STORAGE 5PCS -CREAM,565,EA,0,admin,
EN,1000,1001,110,0057510714,G200003240,GB1BK09D01,1,1,1,10PC CHILDRENS HANGER SET -ELITE BIMBO,900,EA,0,admin,
EN,1000,1001,110,0057510965,G200001921,GB1BL09B01,1,1,1,SALAD SPINNER -TROPICANA MARGHERITA,31,EA,0,admin,
EN,1000,1001,110,0057510966,G200001861,GB1BQ11C02,1,1,1,VINTAGE FRESH 3pc CONTAINER 0.5Ltr SQURE,100,EA,0,admin,
EN,1000,1001,110,0057510967,G190020462,GB1BJ18D01,1,1,1,LIGHT CONTAINER 1Ltr 3pc SQUR,12,EA,0,admin,
EN,1000,1001,110,0057510968,G200001942,GB1BE18C01,1,1,1,FRESH CONTAINER 1Ltr 3pc RECT,74,EA,0,admin,
EN,1000,1001,110,0057510974,G200001860,GB1BJ15C01,1,1,1,BUTTER CONTAINER 0.5LTR,15,EA,0,admin,
EN,1000,1001,110,0057510975,G200001862,GB1BJ13D02,1,1,1,BUTTER KEEPER YLW/AMBER - MARGHERITA,48,EA,0,admin,
EN,1000,1001,110,0057511100,G180019545,GG1GB01D02,1,1,1,METAL HANDL 130cm,60,EA,0,admin,
EN,1000,1001,110,005751135,G200003224,GB1BN09D01,1,1,1,2pc MULTY HANGER SET,1015,EA,0,admin,
