PARTNER_CODE,LANG_ID,C_ID,PLANT_ID,WH_ID,ITEM_CODE,PARTNER_TYP,PARTNER_ITM_BAR,MFR_CODE,MFR_NAME,BRND_NM,PARTNER_NAME,PARTNER_ITM_CODE,PARTNER_ITM_BAR_CODE,MFR_BAR,STK,STK_UOM,STATUS_ID,REF_FIELD_1,REF_FIELD_2,REF_FIELD_3,IS_DELETED,CTD_BY
TAI,EN,21,222,200,22902308,1,0077,TAI,TAI,,TAI,0077,0077,0077,0,ECH,0,,,,0,ADMIN
NAT,EN,21,222,200,2081,1,2081,NAT,NAT,,NAT,2081,2081,2081,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,2423,1,2423,WKG,WKG,,WKG,2423,2423,2423,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,2750,1,2750,WKG,WKG,,WKG,2750,2750,2750,0,ECH,0,,,,0,ADMIN
HAY,EN,21,222,200,2787,1,2787,HAY,HAY,,HAY,2787,2787,2787,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,3200,1,3200,AVN,AVN,,AVN,3200,3200,3200,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,3280,1,3280,BES,BES,,BES,3280,3280,3280,0,ECH,0,,,,0,ADMIN
ANC,EN,21,222,200,3303,1,3303,ANC,ANC,,ANC,3303,3303,3303,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,5593,1,5593,BES,BES,,BES,5593,5593,5593,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,5595,1,5595,BES,BES,,BES,5595,5595,5595,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,6410,1,6410,AVN,AVN,,AVN,6410,6410,6410,0,ECH,0,,,,0,ADMIN
TRS,EN,21,222,200,8704,1,8704,TRS,TRS,,TRS,8704,8704,8704,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,13157,1,13157,WKG,WKG,,WKG,13157,13157,13157,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,21371,1,21371,BES,BES,,BES,21371,21371,21371,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,21540,1,21540,WKG,WKG,,WKG,21540,21540,21540,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,21609,1,21609,WKG,WKG,,WKG,21609,21609,21609,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,21649,1,BES21649,BES,BES,,BES,BES21649,BES21649,BES21649,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,21687,1,21687,BES,BES,,BES,21687,21687,21687,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,21770,1,21770,WKG,WKG,,WKG,21770,21770,21770,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,21800,1,21800,WKG,WKG,,WKG,21800,21800,21800,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,21849,1,21849,WKG,WKG,,WKG,21849,21849,21849,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,21869,1,21869,BES,BES,,BES,21869,21869,21869,0,ECH,0,,,,0,ADMIN
WKG,EN,21,222,200,21890,1,21890,WKG,WKG,,WKG,21890,21890,21890,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,21902,1,21902,BES,BES,,BES,21902,21902,21902,0,ECH,0,,,,0,ADMIN
FEL,EN,21,222,200,35489,1,35489,FEL,FEL,,FEL,35489,35489,35489,0,ECH,0,,,,0,ADMIN
FRS,EN,21,222,200,39152,1,39152,FRS,FRS,,FRS,39152,39152,39152,0,ECH,0,,,,0,ADMIN
WIX,EN,21,222,200,42329,1,42329,WIX,WIX,,WIX,42329,42329,42329,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53005,1,53005,BES,BES,,BES,53005,53005,53005,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53006,1,53006,BES,BES,,BES,53006,53006,53006,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53021,1,53021,BES,BES,,BES,53021,53021,53021,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53022,1,53022,BES,BES,,BES,53022,53022,53022,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53040,1,53040,BES,BES,,BES,53040,53040,53040,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53044,1,53044,BES,BES,,BES,53044,53044,53044,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53062,1,53062,BES,BES,,BES,53062,53062,53062,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,53064,1,53064,BES,BES,,BES,53064,53064,53064,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,54060,1,54060,BES,BES,,BES,54060,54060,54060,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,54098,1,54098,BES,BES,,BES,54098,54098,54098,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,54152,1,54152,BES,BES,,BES,54152,54152,54152,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,54153,1,54153,BES,BES,,BES,54153,54153,54153,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,54155,1,54155,BES,BES,,BES,54155,54155,54155,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,54165,1,54165,BES,BES,,BES,54165,54165,54165,0,ECH,0,,,,0,ADMIN
FRS,EN,21,222,200,54188,1,54188,FRS,FRS,,FRS,54188,54188,54188,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,54385,1,54385,TAI,TAI,,TAI,54385,54385,54385,0,ECH,0,,,,0,ADMIN
MAH,EN,21,222,200,54442,1,54442,MAH,MAH,,MAH,54442,54442,54442,0,ECH,0,,,,0,ADMIN
AGI,EN,21,222,200,55054,1,55054,AGI,AGI,,AGI,55054,55054,55054,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55066,1,55066,BES,BES,,BES,55066,55066,55066,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55069,1,55069,BES,BES,,BES,55069,55069,55069,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55072,1,55072,BES,BES,,BES,55072,55072,55072,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55073,1,55073,BES,BES,,BES,55073,55073,55073,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55097,1,55097,BES,BES,,BES,55097,55097,55097,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55112,1,55112,BES,BES,,BES,55112,55112,55112,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55120,1,55120,BES,BES,,BES,55120,55120,55120,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55150,1,55150,BES,BES,,BES,55150,55150,55150,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55151,1,55151,BES,BES,,BES,55151,55151,55151,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55167,1,55167,BES,BES,,BES,55167,55167,55167,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,55168,1,55168,BES,BES,,BES,55168,55168,55168,0,ECH,0,,,,0,ADMIN
FRS,EN,21,222,200,56998,1,56998,FRS,FRS,,FRS,56998,56998,56998,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,58949,1,58949,BES,BES,,BES,58949,58949,58949,0,ECH,0,,,,0,ADMIN
AGI,EN,21,222,200,71370,1,71370,AGI,AGI,,AGI,71370,71370,71370,0,ECH,0,,,,0,ADMIN
FRS,EN,21,222,200,76016,1,76016,FRS,FRS,,FRS,76016,76016,76016,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,78376,1,78376,BES,BES,,BES,78376,78376,78376,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,80118,1,80118,BES,BES,,BES,80118,80118,80118,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,158313,1,158313,BES,BES,,BES,158313,158313,158313,0,ECH,0,,,,0,ADMIN
GMO,EN,21,222,200,10121502,1,10121505,GMO,GMO,,GMO,10121505,10121505,10121505,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,92218020,1,201505,TAI,TAI,,TAI,201505,201505,201505,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,68226548AA,1,201603,TAI,TAI,,TAI,201603,201603,201603,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,FR3Z17C947C,1,220229,TAI,TAI,,TAI,220229,220229,220229,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,68238771AC,1,220330,TAI,TAI,,TAI,220330,220330,220330,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,4806190AA,1,220915,TAI,TAI,,TAI,220915,220915,220915,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,15199886,1,230227,TAI,TAI,,TAI,230227,230227,230227,0,ECH,0,,,,0,ADMIN
NAT,EN,21,222,200,510063,1,510063,NAT,NAT,,NAT,510063,510063,510063,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,510090,1,510090,AVN,AVN,,AVN,510090,510090,510090,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,512301,1,512301,BES,BES,,BES,512301,512301,512301,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,512309,1,512309,BES,BES,,BES,512309,512309,512309,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,512334,1,512334,AVN,AVN,,AVN,512334,512334,512334,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,512335,1,512335,AVN,AVN,,AVN,512335,512335,512335,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,512358,1,512358,AVN,AVN,,AVN,512358,512358,512358,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,512369,1,512369,AVN,AVN,,AVN,512369,512369,512369,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,512440,1,512440,AVN,AVN,,AVN,512440,512440,512440,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,512498,1,512498,AVN,AVN,,AVN,512498,512498,512498,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,513121,1,513121,BES,BES,,BES,513121,513121,513121,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513139,1,513139,AVN,AVN,,AVN,513139,513139,513139,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513176,1,513176,AVN,AVN,,AVN,513176,513176,513176,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513196,1,513196,AVN,AVN,,AVN,513196,513196,513196,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513202,1,513202,AVN,AVN,,AVN,513202,513202,513202,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513221,1,513221,AVN,AVN,,AVN,513221,513221,513221,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513230,1,513230,AVN,AVN,,AVN,513230,513230,513230,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,513236,1,513236,BES,BES,,BES,513236,513236,513236,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513270,1,513270,AVN,AVN,,AVN,513270,513270,513270,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,513272,1,513272,BES,BES,,BES,513272,513272,513272,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513275,1,513275,AVN,AVN,,AVN,513275,513275,513275,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513277,1,513277,AVN,AVN,,AVN,513277,513277,513277,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513282,1,513282,AVN,AVN,,AVN,513282,513282,513282,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513289,1,513289,AVN,AVN,,AVN,513289,513289,513289,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,513325,1,513325,TAI,TAI,,TAI,513325,513325,513325,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,513387,1,513387,AVN,AVN,,AVN,513387,513387,513387,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515024,1,515024,AVN,AVN,,AVN,515024,515024,515024,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515036,1,515036,AVN,AVN,,AVN,515036,515036,515036,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,515053,1,515053,BES,BES,,BES,515053,515053,515053,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515054,1,515054,AVN,AVN,,AVN,515054,515054,515054,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,515078,1,515078,BES,BES,,BES,515078,515078,515078,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515093,1,515093,AVN,AVN,,AVN,515093,515093,515093,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515094,1,515094,AVN,AVN,,AVN,515094,515094,515094,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,515098,1,515098,BES,BES,,BES,515098,515098,515098,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515142,1,515142,AVN,AVN,,AVN,515142,515142,515142,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515143,1,515143,AVN,AVN,,AVN,515143,515143,515143,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515145,1,515145,AVN,AVN,,AVN,515145,515145,515145,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515151,1,515151,AVN,AVN,,AVN,515151,515151,515151,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,515160,1,515160,AVN,AVN,,AVN,515160,515160,515160,0,ECH,0,,,,0,ADMIN
NAT,EN,21,222,200,516008,1,516008,NAT,NAT,,NAT,516008,516008,516008,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,521000,1,521000,AVN,AVN,,AVN,521000,521000,521000,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,541001,1,541001,AVN,AVN,,AVN,541001,541001,541001,0,ECH,0,,,,0,ADMIN
ACD,EN,21,222,200,554631,1,554631,ACD,ACD,,ACD,554631,554631,554631,0,ECH,0,,,,0,ADMIN
BES,EN,21,222,200,580756,1,580756,BES,BES,,BES,580756,580756,580756,0,ECH,0,,,,0,ADMIN
TUF,EN,21,222,200,612188,1,612188,TUF,TUF,,TUF,612188,612188,612188,0,ECH,0,,,,0,ADMIN
TUF,EN,21,222,200,612633,1,612633,TUF,TUF,,TUF,612633,612633,612633,0,ECH,0,,,,0,ADMIN
TUF,EN,21,222,200,613876,1,613876,TUF,TUF,,TUF,613876,613876,613876,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,622230,1,622230,TAI,TAI,,TAI,622230,622230,622230,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RC 450.168 S,1,638513,CLE,CLE,,CLE,638513,638513,638513,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,JV 1439 R,1,639456,CLE,CLE,,CLE,639456,639456,639456,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RD 450.085,1,639483,CLE,CLE,,CLE,639483,639483,639483,0,ECH,0,,,,0,ADMIN
WAT,EN,21,222,200,695041,1,695041,WAT,WAT,,WAT,695041,695041,695041,0,ECH,0,,,,0,ADMIN
WAT,EN,21,222,200,695069,1,695069,WAT,WAT,,WAT,695069,695069,695069,0,ECH,0,,,,0,ADMIN
WAT,EN,21,222,200,695070,1,695070,WAT,WAT,,WAT,695070,695070,695070,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,F 200 2644 SA,1,705556,CLE,CLE,,CLE,705556,705556,705556,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,F 200 2673 GR,1,705557,CLE,CLE,,CLE,705557,705557,705557,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RC 450.405 V,1,705605,CLE,CLE,,CLE,705605,705605,705605,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RC 450.516 S,1,705606,CLE,CLE,,CLE,705606,705606,705606,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RD 450.443 S,1,705611,CLE,CLE,,CLE,705611,705611,705611,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RD 450.517 S,1,705612,CLE,CLE,,CLE,705612,705612,705612,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RD 450.783 PTFE,1,705615,CLE,CLE,,CLE,705615,705615,705615,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RD 450 .920,1,705663,CLE,CLE,,CLE,705663,705663,705663,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RD 450.718,1,706949,CLE,CLE,,CLE,706949,706949,706949,0,ECH,0,,,,0,ADMIN
NAT,EN,21,222,200,710496,1,710496,NAT,NAT,,NAT,710496,710496,710496,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,RC 450.701 SP,1,727595,CLE,CLE,,CLE,727595,727595,727595,0,ECH,0,,,,0,ADMIN
WAT,EN,21,222,200,775083,1,775083,WAT,WAT,,WAT,775083,775083,775083,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,M 290.3230 ALR,1,781002,CLE,CLE,,CLE,781002,781002,781002,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,M 400.2986,1,781003,CLE,CLE,,CLE,781003,781003,781003,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,SS 450.598-6,1,781004,CLE,CLE,,CLE,781004,781004,781004,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,M 290.3231 ALR,1,781010,CLE,CLE,,CLE,781010,781010,781010,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,M 290.3569 ALR,1,781011,CLE,CLE,,CLE,781011,781011,781011,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,M 26540,1,781023,CLE,CLE,,CLE,781023,781023,781023,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,M 400.2289 SIL,1,781024,CLE,CLE,,CLE,781024,781024,781024,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,SS 450.730-8,1,781025,CLE,CLE,,CLE,781025,781025,781025,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,KIT SS 450.675-16,1,781029,CLE,CLE,,CLE,781029,781029,781029,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,JV 743 R,1,781032,CLE,CLE,,CLE,781032,781032,781032,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,SS 450.690 V-8,1,781035,CLE,CLE,,CLE,781035,781035,781035,0,ECH,0,,,,0,ADMIN
CLE,EN,21,222,200,M 200.2576,1,781048,CLE,CLE,,CLE,781048,781048,781048,0,ECH,0,,,,0,ADMIN
CHR,EN,21,222,200,68084175AA,1,   0000855080,CHR,CHR,,CHR,   0000855080,   0000855080,   0000855080,0,ECH,0,,,,0,ADMIN
AVN,EN,21,222,200,80475,1,876737,AVN,AVN,,AVN,876737,876737,876737,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,907987,1,907987,TAI,TAI,,TAI,907987,907987,907987,0,ECH,0,,,,0,ADMIN
WAT,EN,21,222,200,975189,1,975189,WAT,WAT,,WAT,975189,975189,975189,0,ECH,0,,,,0,ADMIN
WAT,EN,21,222,200,975218,1,975218,WAT,WAT,,WAT,975218,975218,975218,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,1091364,1,1091364,FRD,FRD,,FRD,1091364,1091364,1091364,0,ECH,0,,,,0,ADMIN
CLY,EN,21,222,200,9-5687,1,9-5687,CLY,CLY,,CLY,9-5687,9-5687,9-5687,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,5M5Z14N089CA,1,1425752,FRD,FRD,,FRD,1425752,1425752,1425752,0,ECH,0,,,,0,ADMIN
ITM,EN,21,222,200,1459278,1,1459278,ITM,ITM,,ITM,1459278,1459278,1459278,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,1781875,1,1781875,FRD,FRD,,FRD,1781875,1781875,1781875,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,1788567,1,1788567,FRD,FRD,,FRD,1788567,1788567,1788567,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,1883037,1,1883037,FRD,FRD,,FRD,1883037,1883037,1883037,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,CT4Z9424C,1,1901848,FRD,FRD,,FRD,1901848,1901848,1901848,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRF1530,1,2018449,MOT,MOT,,MOT,2018449,2018449,2018449,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,BL3Z6A642H,1,2031710,FRD,FRD,,FRD,2031710,2031710,2031710,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRF1553,1,2070209,MOT,MOT,,MOT,2070209,2070209,2070209,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,2072138,1,2072138,FRD,FRD,,FRD,2072138,2072138,2072138,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR1784,1,2083996,MOT,MOT,,MOT,2083996,2083996,2083996,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR1793,1,2083998,MOT,MOT,,MOT,2083998,2083998,2083998,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,JL3Z6L266A,1,2103232,FRD,FRD,,FRD,2103232,2103232,2103232,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRF1474,1,2257031,MOT,MOT,,MOT,2257031,2257031,2257031,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRF1864,1,2291258,MOT,MOT,,MOT,2291258,2291258,2291258,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR1665B,1,2315543,MOT,MOT,,MOT,2315543,2315543,2315543,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR1508A,1,2372185,MOT,MOT,,MOT,2372185,2372185,2372185,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRRF336,1,2380630,MOT,MOT,,MOT,2380630,2380630,2380630,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR1818A,1,2386974,MOT,MOT,,MOT,2386974,2386974,2386974,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,CG1Z6335B,1,2414654,FRD,FRD,,FRD,2414654,2414654,2414654,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRRF393,1,2430220,MOT,MOT,,MOT,2430220,2430220,2430220,0,ECH,0,,,,0,ADMIN
GMO,EN,21,222,200,10121502,1,1012150G,GMO,GMO,,GMO,1012150G,1012150G,1012150G,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,SP594,1,2509229,MOT,MOT,,MOT,2509229,2509229,2509229,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,031508770638MCF2570,1,2537041,MOT,MOT,,MOT,2537041,2537041,2537041,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,MCF2572,1,2537044,MOT,MOT,,MOT,2537044,2537044,2537044,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,PW291,1,2538937,MOT,MOT,,MOT,2538937,2538937,2538937,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,SP447X,1,2540289,MOT,MOT,,MOT,2540289,2540289,2540289,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,FR3Z5500K,1,2713374,FRD,FRD,,FRD,2713374,2713374,2713374,0,ECH,0,,,,0,ADMIN
CHR,EN,21,222,200,2946079,1,02946079,CHR,CHR,,CHR,02946079,02946079,02946079,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,N811772S,1,3027167,MOT,MOT,,MOT,3027167,3027167,3027167,0,ECH,0,,,,0,ADMIN
TYC,EN,21,222,200,175727009N,1,03141910,TYC,TYC,,TYC,03141910,03141910,03141910,0,ECH,0,,,,0,ADMIN
USA,EN,21,222,200,4006956,1,4006956,USA,USA,,USA,4006956,4006956,4006956,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR26A,1,4057151,MOT,MOT,,MOT,4057151,4057151,4057151,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR50,1,4058752,MOT,MOT,,MOT,4058752,4058752,4058752,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR1275,1,4130323,MOT,MOT,,MOT,4130323,4130323,4130323,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,3W1Z6068BA,1,4358438,FRD,FRD,,FRD,4358438,4358438,4358438,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,XL1Z6L266AA,1,4361484,FRD,FRD,,FRD,4361484,4361484,4361484,0,ECH,0,,,,0,ADMIN
APA,EN,21,222,200,3L3Z6020FA,1,4411439,APA,APA,,APA,4411439,4411439,4411439,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,4L2Z6584AA,1,4454179,FRD,FRD,,FRD,4454179,4454179,4454179,0,ECH,0,,,,0,ADMIN
CHR,EN,21,222,200,4556022,1,4556022,CHR,CHR,,CHR,4556022,4556022,4556022,0,ECH,0,,,,0,ADMIN
CHR,EN,21,222,200,4591250,1,04591250,CHR,CHR,,CHR,04591250,04591250,04591250,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,5C3Z13N021AA,1,4592358,FRD,FRD,,FRD,4592358,4592358,4592358,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,KM4825,1,4615804,MOT,MOT,,MOT,4615804,4615804,4615804,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,6L2Z7A248AA,1,4655030,FRD,FRD,,FRD,4655030,4655030,4655030,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,WLR1,1,031508535169,MOT,MOT,,MOT,031508535169,031508535169,031508535169,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,WLR8,1,4669467,MOT,MOT,,MOT,4669467,4669467,4669467,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,4671336,1,4671336,TAI,TAI,,TAI,4671336,4671336,4671336,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,FA1632,1,031508258495,MOT,MOT,,MOT,031508258495,031508258495,031508258495,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,AD1044,1,4724277,MOT,MOT,,MOT,4724277,4724277,4724277,0,ECH,0,,,,0,ADMIN
TAI,EN,21,222,200,4740516,1,4740516,TAI,TAI,,TAI,4740516,4740516,4740516,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,6R3Z5500A,1,4744725,FRD,FRD,,FRD,4744725,4744725,4744725,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR934C,1,4745229,MOT,MOT,,MOT,4745229,4745229,4745229,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BR935C,1,4745231,MOT,MOT,,MOT,4745231,4745231,4745231,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRPF2,1,4746325,MOT,MOT,,MOT,4746325,4746325,4746325,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,BRF1484,1,4758920,MOT,MOT,,MOT,4758920,4758920,4758920,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,RAD36,1,4790249,MOT,MOT,,MOT,4790249,4790249,4790249,0,ECH,0,,,,0,ADMIN
CHR,EN,21,222,200,4792353,1,04792353,CHR,CHR,,CHR,04792353,04792353,04792353,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,KM4980,1,4867448,MOT,MOT,,MOT,4867448,4867448,4867448,0,ECH,0,,,,0,ADMIN
FRD,EN,21,222,200,8A8Z6A642A,1,4914321,FRD,FRD,,FRD,4914321,4914321,4914321,0,ECH,0,,,,0,ADMIN
MOT,EN,21,222,200,PW494,1,4916281,MOT,MOT,,MOT,4916281,4916281,4916281,0,ECH,0,,,,0,ADMIN
